"IDRSSD"	RCFD0426	RCFD2150	RCFD2651	RCFD3164	RCFD3190	RCFD4088	RCFD5507	RCFD6164	RCFD6165	RCFDA590	RCFDB026	RCFDB569	RCFDB570	RCFDB571	RCFDF055	RCFDF056	RCFDF057	RCFDF058	RCFDF059	RCFDF060	RCFDF061	RCFDF062	RCFDF063	RCFDF065	RCFDJ461	RCFDJ462	RCFDK178	RCFDK179	RCFDK180	RCFDK181	RCFDK182	RCFDK183	RCFDK184	RCFDK185	RCFDK186	RCFDK192	RCFDK193	RCFDK194	RCFDK273	RCFN5513	RCFNK260	RCFNK290	RCON0426	RCON2150	RCON2651	RCON3164	RCON3190	RCON4088	RCON5507	RCON5508	RCON5509	RCON5510	RCON5511	RCON5512	RCON6164	RCON6165	RCONA590	RCONB026	RCONB569	RCONB570	RCONB571	RCONC979	RCONF055	RCONF056	RCONF057	RCONF058	RCONF059	RCONF060	RCONF061	RCONF062	RCONF063	RCONF064	RCONF065	RCONG463	RCONG464	RCONJ461	RCONJ462	RCONK169	RCONK170	RCONK171	RCONK172	RCONK173	RCONK174	RCONK175	RCONK176	RCONK177	RCONK178	RCONK179	RCONK180	RCONK181	RCONK182	RCONK183	RCONK184	RCONK185	RCONK186	RCONK187	RCONK188	RCONK189	RCONK190	RCONK191	RCONK192	RCONK193	RCONK194	RCONK273	TEXT4087	
343770																																											0	0	0	0	0	true	0	0	0	0	0	0	123	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://nashvillesavingsbk.com	
343903																																											0	0	4000	0	14335	true	0	0	0	0	0	0	1028	0	0	0	false	0	0	0	7500	5335	1500	0	4500	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.sasavings.com	
343958																																											0	815	0	0	0	true	0	95	0	216	0	504	23	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.curriestatebank.com	
344647																																											121	1413	5500	0	5500	true	121	808	0	605	0	0	15283	5	0	0	true	0	0	0	5500	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.firstbankers.com	
344816																																											1820	250	0	0	0	true	1820	45	60	75	0	70	5312	3	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.cdbt.com	
344852																																											0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.fsbdarwin.com	
345149																																											0	0	0	0	0	true	0	0	0	0	0	0	134	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.pdrbank.com	
345309																																											1218	1454	10000	1218	20356	true	0	804	0	650	0	0	1213	0	1619	0	true	0	356	0	10000	10000	0	0	10000	356	0	0	0	0	356	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.chelseagroton.com	
345345																																											681	180	4000	681	13516	true	0	0	0	12	0	168	1684	1	681	0	true	0	1266	0	4000	4125	4125	0	0	1266	0	0	0	0	1266	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.am-bank.com	
345747																																											0	3916	0	0	0	true	0	1646	0	0	0	2270	4586	3	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://statebankoflizton.com	
345756																																											0	7230	0	0	0	true	0	3745	2160	1025	0	300	5438	5	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.fsbfinancial.com	
346566																																											0	600	0	0	0	true	0	600	0	0	0	0	982	2	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.fnbspi.com	
347022																																											0	2861	0	0	0	true	0	571	0	2059	0	231	3941	5	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.fnbsc.com	
347639																																											641	3654	500	641	3250	true	0	695	0	762	0	2197	75	0	641	0	false	0	0	0	500	2750	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.DevonBank.com	
347657																																											0	0	0	0	4520	true	0	0	0	0	0	0	0	0	0	0	false	0	4520	0	0	0	0	0	0	4520	0	0	0	0	4520	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.bankofbertrand.com	
347956																																											0	3262	0	0	2185	true	0	3262	0	0	0	0	30	0	0	0	false	0	0	0	0	0	1500	685	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.vnbtulsa.com	
348159																																											0	334	28	0	147	true	0	0	0	0	0	334	0	0	0	0	false	0	0	0	28	53	53	13	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.bankbenn.com	
348207																																											4	0	62800	4	95389	true	0	0	0	0	0	0	105	0	4	0	true	0	0	0	62800	31000	0	0	0	1589	0	0	0	0	1589	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.belmontsavings.com	
348458																																											0	3263	2000	0	14772	true	0	316	0	2595	352	0	5084	2	0	0	false	0	0	0	2000	11611	1000	0	12000	161	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.tulsanational.com	
348542																																											0	1129	0	0	8000	true	0	0	0	0	0	1129	3785	1	0	0	false	0	0	0	3000	0	5000	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.walworthbank.com	
348551																																											0	6795	0	0	35624	true	0	2800	0	643	0	3352	6597	3	0	0	true	0	0	0	0	0	15000	19712	0	0	0	0	912	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.capcitybank.com	
348720																																											706	8218	24000	684	50000	true	22	5397	0	1047	0	1774	4438	3	684	0	true	0	0	0	24000	20000	6000	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.fmbnc.com	
348748																																											40	359	2000	40	10500	true	0	0	0	304	0	55	3621	2	40	0	false	0	0	0	2000	3500	5000	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.fsbanking.com	
349129																																											0	345	0	0	0	true	0	0	0	280	0	65	2550	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.thecommercialbanksc.com	
349165																																											0	0	0	0	0	true	0	0	0	0	0	0	1805	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.tcbank.com	
349343																																											0	1474	1500	0	2500	true	0	1104	0	98	140	132	2192	2	0	0	false	0	0	0	1500	1000	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.townandcountrybk.com	
349370																																											735	14878	23500	735	99420	true	0	4449	0	6818	900	2711	275	0	735	0	false	0	0	0	23500	57400	17500	0	0	0	0	0	1020	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.anchorsb.com	
350657																																											0	61	0	0	2122	true	0	0	0	61	0	0	84	0	0	0	false	0	0	0	0	0	0	0	0	2122	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.fnbhominy.net	
350750																																											0	2038	3273	0	5523	true	0	953	0	318	0	767	234	0	0	0	false	0	0	0	3273	2250	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://.NVBANK.COM	
351131																																											0	0	0	0	0	false	0	0	0	0	0	0	3588	3	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
351207																																											3451	2365	2000	776	113110	true	2675	0	0	720	45	1600	4440	2	1129	0	true	0	0	0	2000	43000	22200	38185	82500	0	0	0	7725	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://WWW.LEGACYBANKS.COM	
351560																																											0	2758	0	0	0	true	0	1173	0	1466	0	119	4205	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.summitbanking.com	
351850																																											0	1399	0	0	0	true	0	137	0	1262	0	0	167	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fbtwagoner.com	
352035																																											0	3114	5000	0	5000	true	0	1730	0	1384	0	0	0	0	0	0	false	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://delawareplacebank.com	
352651																																											0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.ebankcommerce.com	
352745																																											0	0	0	0	0	true	0	0	0	0	0	0	205	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.statestreetbank.com	
352772																																											10618	91819	0	5320	60985	true	5298	56213	927	19777	6604	8298	4079	2	5320	0	false	0	49990	0	0	10309	0	0	0	49990	0	0	686	0	686	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.bannerbank.com	
352820																																											0	235	0	0	5000	true	0	0	0	235	0	0	1240	0	0	0	false	0	0	0	2500	2500	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.mthopebank.com	
353238																																											0	472	0	0	0	true	0	179	0	158	0	135	142	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://centralstatebank.com	
353546																																											59	611	0	0	1000	true	59	0	0	611	0	0	415	0	0	0	true	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://WWW.TREMONTBANK.COM	
353555																																											5816	2955	0	5816	16411	true	0	1083	0	1872	0	0	25125	1	14360	0	true	0	0	0	0	0	0	16411	0	0	0	0	0	0	0	false	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	WWW.ANB.COM	
353724																																											0	4282	0	0	0	true	0	1895	0	320	0	2067	4867	3	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.bankoffincastle.com	
353957																																											0	40	1500	0	1500	true	0	0	0	40	0	0	174	0	0	0	false	0	0	0	1500	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.ffnbank.com	
354057																																											0	18	0	0	0	true	0	18	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.alvinbank.com	
354253																																											0	245	0	0	0	true	0	0	0	0	0	245	573	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.mysunrisebank.com	
354310																																											5579	6135	0	2772	5086	true	2807	0	0	0	0	6135	43264	5	3411	0	true	0	0	0	0	5000	0	0	0	0	0	0	86	0	86	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.univest.net	
354552																																											0	4133	0	0	0	true	0	2868	0	998	0	267	4156	2	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.communitynationalbank.net	
354851																																											0	78	350	0	6350	false	0	0	0	18	0	60	5	0	0	0	false	0	0	0	350	5000	1000	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
354954																																											0	0	0	0	0	false	0	0	0	0	0	0	347	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.csbwalsh.com	
355120																																											0	4315	0	0	3363	true	0	0	12	350	0	3953	1276	0	0	0	true	0	3363	0	0	0	0	0	0	3363	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.carolinabank.net	
355559																																											1473	772	4000	1473	12811	true	0	15	0	202	0	555	594	0	1932	0	false	0	0	0	4020	8044	51	696	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://rangebank.com	
355737																																											0	115	0	0	0	false	0	0	0	115	0	0	277	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
355746																																											4	0	0	0	8060	true	4	0	0	0	0	0	6962	4	0	0	false	0	0	0	0	0	5000	3060	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.simmonsfirst.com	
355821																																											0	509	0	0	0	true	0	0	0	0	0	509	379	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.bankoffloyd.com	
355858																																											0	1238	0	0	0	true	0	0	0	25	0	1213	685	0	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.firstnationalbanks.com	
356145																																											249	0	0	0	0	true	249	0	0	0	0	0	475	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.varnabank.com	
356239																																											224	425	0	224	0	true	0	0	0	95	0	330	4494	3	379	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.csbnow.com	
356659																																											0	523	11500	0	20500	false	0	0	0	523	0	0	0	0	0	0	false	0	0	0	11500	9000	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
356752																																											0	1000	0	0	0	true	0	29	0	469	0	502	423	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.csbont.com	
356949																																											0	1442	0	0	1276	true	0	916	0	526	0	0	35	0	0	0	false	0	276	0	0	0	0	1000	0	276	0	0	0	0	276	true	true	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.fsbredbud.com	
357049																																											0	9424	0	0	0	true	0	2462	0	274	5696	0	1604	1	0	0	true	0	0	992	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.fnb-lakeozarks.com	
357151																																											0	2409	0	0	0	true	0	1434	0	975	0	0	1800	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.stanleybank.com	
357526																																											0	2745	0	0	0	true	0	2223	0	500	0	22	2968	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://WWW.DAVISTRUST.COM	
357553																																											0	0	0	0	3277	true	0	0	0	0	0	0	328	0	0	0	false	0	0	0	0	167	0	3110	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.efpnb.com	
357777																																											84	94	0	84	15000	true	0	0	0	0	0	94	659	0	88	0	false	0	0	0	10000	5000	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.greenvillesavings.com	
357834																																											0	0	0	0	100	true	0	0	0	0	0	0	39	0	0	0	true	0	0	0	0	100	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.fsbfc.com	
357937																																											0	1566	0	0	0	true	0	591	0	975	0	0	2947	2	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.citizensbankandtrust.com/	
358112																																											0	7	0	0	265	true	0	0	0	7	0	0	4879	2	0	0	false	0	0	0	3	229	29	4	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.commercialbankky.com	
358149																																											0	0	0	0	106	false	0	0	0	0	0	0	111	0	0	0	false	0	0	0	0	0	0	0	0	106	0	0	0	0	106	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
358233																																											0	775	0	0	6000	true	0	0	0	347	0	428	1705	1	0	0	false	0	0	0	1000	5000	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.bankofwedowee.com	
358448																																											0	263	0	0	0	false	0	0	0	263	0	0	2559	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.mayvillestatebank.com	
358756																																											0	80	0	0	1111	true	0	0	0	48	0	32	568	0	0	0	false	0	0	0	1000	0	0	0	0	111	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://tampastatebank.com	
359324																																											0	3830	0	0	0	true	0	743	0	2912	0	175	2648	2	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://thepeoplesbanknow.com	
359360																																											2051	14229	0	0	540	true	2051	3578	0	2140	1521	6990	2523	1	0	0	false	0	0	0	0	95	336	109	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.firstcommunitybank.net	
359650																																											0	366	0	0	0	true	0	0	0	40	0	326	429	2	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.aldenst8.com	
359744																																											107	0	0	0	0	true	107	0	0	0	0	0	18	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.whitestatebank.com	
359838																																											0	0	0	0	0	false	0	0	0	0	0	0	1262	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.bankyork.com	
359856																																											0	0	0	0	0	false	0	0	0	0	0	0	147	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
360777																																											0	1034	0	0	0	false	0	0	0	1034	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
360843																																											0	250	0	0	0	true	0	0	107	143	0	0	75	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.areabankonline.com	
360955																																											0	197	0	0	0	false	0	197	0	0	0	0	50	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
361055																																											0	24581	16000	0	148250	true	0	11269	0	4304	1652	7356	37744	3	0	0	true	0	0	0	16000	10000	42250	80000	137000	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.cbtks.com	
361167																																											708	451	214456	0	538842	true	708	0	0	201	0	250	5532	4	0	0	true	0	2144	0	214456	265674	40085	16483	5000	2144	0	0	0	0	1925	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.southside.com	
361279																																											0	0	0	0	6301	true	0	0	0	0	0	0	3496	3	0	0	false	0	0	0	0	6277	0	24	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.community-bank.net	
361354																																											0	110	2000	0	2250	true	0	0	0	45	0	65	792	0	0	0	false	0	0	0	2000	250	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.grantcobank.com	
361439																																											147	2407	0	0	71	true	147	1454	0	323	80	550	7373	3	0	0	true	0	0	0	0	0	0	0	0	0	0	0	71	0	71	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.andrewjohnsonbank.com	
361653																																											8	1966	0	0	0	true	8	679	0	716	0	571	1119	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.csbandrews.com	
362007																																											27206	4592	669229	1251	2081677	true	25595	18	0	2441	0	2133	872	0	1832	360	true	0	0	0	670183	971348	209171	230016	258000	0	0	959	0	0	959	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.newalliancebank.com	
362043																																											0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.exchangestatebank.net	
362052																																											0	503	0	0	0	true	0	31	0	172	0	300	131	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://fnbns.com	
362155																																											0	0	0	0	0	true	0	0	0	0	0	0	4621	2	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.fnbanderson.com	
362717																																											263	865	10000	162	22500	true	101	204	0	561	0	100	1547	0	162	0	true	0	0	0	10000	7500	0	5000	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.croghan.com	
