"IDRSSD"	RCFD0211	RCFD0213	RCFD0416	RCFD1286	RCFD1287	RCFD1289	RCFD1290	RCFD1291	RCFD1293	RCFD1294	RCFD1295	RCFD1297	RCFD1298	RCFD1737	RCFD1738	RCFD1739	RCFD1741	RCFD1742	RCFD1743	RCFD1744	RCFD1746	RCFD1754	RCFD1771	RCFD1772	RCFD1773	RCFD1778	RCFD8496	RCFD8497	RCFD8498	RCFD8499	RCFD8782	RCFD8783	RCFDA248	RCFDA510	RCFDA511	RCFDA549	RCFDA550	RCFDA551	RCFDA552	RCFDA553	RCFDA554	RCFDA555	RCFDA556	RCFDA557	RCFDA558	RCFDA559	RCFDA560	RCFDA561	RCFDA562	RCFDB838	RCFDB839	RCFDB840	RCFDB841	RCFDB842	RCFDB843	RCFDB844	RCFDB845	RCFDB846	RCFDB847	RCFDB848	RCFDB849	RCFDB850	RCFDB851	RCFDB852	RCFDB853	RCFDB854	RCFDB855	RCFDB856	RCFDB857	RCFDB858	RCFDB859	RCFDB860	RCFDB861	RCFDC026	RCFDC027	RCFDC988	RCFDC989	RCFDG300	RCFDG301	RCFDG302	RCFDG303	RCFDG304	RCFDG305	RCFDG306	RCFDG307	RCFDG308	RCFDG309	RCFDG310	RCFDG311	RCFDG312	RCFDG313	RCFDG314	RCFDG315	RCFDG316	RCFDG317	RCFDG318	RCFDG319	RCFDG320	RCFDG321	RCFDG322	RCFDG323	RCFDG336	RCFDG337	RCFDG338	RCFDG339	RCFDG340	RCFDG341	RCFDG342	RCFDG343	RCFDG344	RCFDG345	RCFDG346	RCFDG347	RCFDG348	RCFDG349	RCFDG350	RCFDG351	RCFDG352	RCFDG353	RCFDG354	RCFDG355	RCFDG356	RCFDG357	RCFDG358	RCFDG359	RCFDG360	RCFDG361	RCFDG362	RCFDG363	RCFDG364	RCFDG365	RCFDG366	RCFDG367	RCFDG368	RCFDG369	RCFDG370	RCFDG371	RCFDG372	RCFDG373	RCFDG374	RCFDG375	RCFDK142	RCFDK143	RCFDK144	RCFDK145	RCFDK146	RCFDK147	RCFDK148	RCFDK149	RCFDK150	RCFDK151	RCFDK152	RCFDK153	RCFDK154	RCFDK155	RCFDK156	RCFDK157	RCON0211	RCON0213	RCON0416	RCON1286	RCON1287	RCON1289	RCON1290	RCON1291	RCON1293	RCON1294	RCON1295	RCON1297	RCON1298	RCON1737	RCON1738	RCON1739	RCON1741	RCON1742	RCON1743	RCON1744	RCON1746	RCON1754	RCON1771	RCON1772	RCON1773	RCON1778	RCON8496	RCON8497	RCON8498	RCON8499	RCON8782	RCON8783	RCONA248	RCONA510	RCONA511	RCONA549	RCONA550	RCONA551	RCONA552	RCONA553	RCONA554	RCONA555	RCONA556	RCONA557	RCONA558	RCONA559	RCONA560	RCONA561	RCONA562	RCONB838	RCONB839	RCONB840	RCONB841	RCONB842	RCONB843	RCONB844	RCONB845	RCONB846	RCONB847	RCONB848	RCONB849	RCONB850	RCONB851	RCONB852	RCONB853	RCONB854	RCONB855	RCONB856	RCONB857	RCONB858	RCONB859	RCONB860	RCONB861	RCONC026	RCONC027	RCONC988	RCONC989	RCONG300	RCONG301	RCONG302	RCONG303	RCONG304	RCONG305	
5135																																																																																																																																																														0	0	18824	0	0	0	0	0	0	0	0	21483	21608	0	0	0	0	0	0	0	0	0	0	23984	24060	0	0	0	2501	2452	16183	16142	0	0	0	0	0	9474	0	13929	657	0	0	0	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	
5210																																																																																																																																																														0	0	91264	0	0	0	0	0	0	10041	10570	32254	32255	0	0	11254	11551	0	0	0	0	10041	10570	185777	191337	0	0	0	34209	35133	0	0	0	1038	1036	0	0	10010	33783	44513	674	0	0	0	0	103049	8313	0	0																									0	0	0	0	0	0	1977	1974	0	0	
5331																																																																																																																																																														0	0	175352	0	0	0	0	0	0	0	0	130713	129277	0	0	32135	32065	0	0	0	0	0	0	237400	234481	0	0	0	35276	35751	49685	48304	400	0	0	28950	2339	786	28618	134884	3855	0	0	0	0	33379	0	0	1670																									0	0	0	0	0	0	0	0	0	0	
5461																																																																																																																																																														0	0	29504	502	502	0	0	191	195	0	0	32958	33620	0	0	0	0	0	0	0	0	0	0	63312	64542	0	0	0	28547	29044	3005	3002	15989	0	0	7023	8966	22545	9317	12943	2566	0	564	300	142	0	176	0	0																									0	0	0	0	0	0	161	175	0	0	
5751																																																																																																																																																														0	0	35434	0	0	0	0	0	0	0	0	17647	17721	0	0	0	0	0	0	0	0	0	0	61699	63075	0	0	0	19552	19897	2000	2023	4030	0	0	1100	2930	7845	6559	16048	3136	0	138	334	0	10276	511	8329	5868																									0	0	0	0	0	0	1564	1664	0	0	
6039																																																																																																																																																														0	0	503	0	0	0	0	0	0	0	0	4750	4795	0	0	0	0	0	0	0	0	0	0	5319	5366	0	0	0	370	373	1250	1250	2149	7	7	0	2149	250	2264	505	0	0	0	0	0	0	0	11	180																									0	0	0	0	0	0	0	0	0	0	
6141																																																																																																																																																														0	0	8368	0	0	0	0	0	0	5908	5808	0	0	0	0	0	0	0	0	0	0	13756	13650	0	0	0	5922	5862	0	0	2133	2111	42	0	0	0	40	140	1150	9894	606	0	32	71	10	546	1198	69	0																									0	0	0	0	0	0	0	0	1857	1910	
6329																																																																																																																																																														0	0	16573	0	0	0	0	0	0	0	0	18168	18212	0	0	0	0	0	0	0	0	0	0	39845	40463	0	0	0	10599	10799	1000	997	8430	0	0	330	8100	9176	905	8729	1771	0	0	0	0	0	11452	0	0																									0	0	0	0	0	0	7802	8081	0	0	
6972																																																																																																																																																														0	0	239805	5009	5013	0	0	0	0	102988	101536	22294	22517	0	0	500	502	0	0	0	0	172929	172440	96169	96779	0	68848	69717	68366	68747	114284	112758	19575	0	0	3929	15646	34536	73398	139059	2047	0	20	0	0	0	1070	3	0																									0	0	0	0	20	20	0	0	1070	1163	
7009																																																																																																																																																														0	0	322720	0	0	0	0	0	0	0	0	108466	108665	0	0	145094	145135	0	0	0	0	0	0	329100	332830	0	0	0	67765	69659	0	0	186052	7775	9371	10685	175502	119250	14277	3745	0	0	0	0	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	
7045																																																																																																																																																														0	0	0	0	0	0	0	0	0	0	0	16652	16722	0	0	0	0	0	0	0	0	0	0	41166	41579	0	0	0	24514	24857	3008	2999	1974	0	0	0	1974	8119	8461	19110	3916	0	0	0	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	
7157																																																																																																																																																														0	0	2528	750	752	0	0	0	0	0	0	8998	8991	0	0	0	0	0	0	0	0	0	0	21798	21928	0	0	0	11842	11975	828	819	7180	0	0	1696	5484	9768	2751	1940	79	0	0	0	199	0	0	11	0																									0	0	0	0	0	0	0	0	0	0	
7456																																																																																																																																																														0	0	7099	0	0	0	0	0	0	0	0	4324	4404	0	0	0	0	0	0	0	0	3932	3881	14846	15173	0	3932	3881	0	0	3478	3555	186	0	0	0	535	1121	2003	3479	1200	408	650	132	168	7181	2229	0	0																									0	0	0	0	0	0	1189	1193	0	0	
7634																																																																																																																																																														0	0	3459	0	0	0	0	0	0	0	0	2990	2960	0	0	0	0	0	0	0	0	10	11	5755	5755	0	0	0	2593	2613	1000	992	573	0	0	0	551	604	3145	1273	0	21	40	58	0	48	25	0	0																									0	0	0	0	6	7	53	56	4	4	
8033																																																																																																																																																														0	0	5778	0	0	0	0	0	0	0	0	5166	5076	0	0	0	0	0	0	0	0	0	0	6938	6857	0	0	0	1771	1780	3780	3686	0	0	0	0	0	582	1910	3808	556	1	0	0	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	
8462																																																																																																																																																														0	0	15546	0	0	0	0	0	0	0	0	38615	38579	0	0	0	0	0	0	0	0	0	0	70668	71441	0	0	0	10460	10464	3526	3529	590	0	0	0	590	3562	15291	29593	0	0	0	0	544	20989	865	0	0																									0	0	0	0	0	0	8376	8647	0	0	
8631																																																																																																																																																														0	0	993	0	0	0	0	0	0	0	0	12500	12383	0	0	0	0	0	0	0	0	0	0	12500	12383	0	0	0	0	0	4500	4508	1000	0	0	1000	0	2962	8421	0	0	0	0	0	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	
9357																																																																																																																																																														0	0	25147	500	500	0	0	0	0	0	0	85666	85451	0	0	0	0	0	0	0	0	0	0	87141	86950	0	0	0	0	0	29450	29401	4514	970	994	500	37549	46562	1340	0	0	0	0	0	0	0	0	0	5																									0	0	0	0	0	0	0	0	0	0	
9553																																																																																																																																																														0	0	5317	0	0	0	0	0	0	0	0	7130	7140	0	0	0	0	0	0	0	0	0	0	18996	18971	0	0	0	6663	6628	4300	4300	2693	0	0	700	1992	1682	5420	2894	1079	0	0	0	0	3299	0	836	1068																									0	0	0	0	0	0	0	0	0	0	
9807																																																																																																																																																														20000	20000	289245	114979	115926	0	0	0	0	0	0	40002	40019	94260	96085	0	0	0	0	0	0	285756	307195	171466	173647	0	35396	34701	0	0	0	0	97596	0	0	122685	39921	129124	15811	22258	64009	7292	9269	0	0	2328	33872	5764	7070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	4117	4510	35055	37171	
9955																																																																																																																																																														0	0	20848	0	0	0	0	0	0	0	0	13038	13160	0	0	0	0	0	0	0	0	0	0	28749	28988	0	0	0	15711	15828	3516	3507	4069	0	0	1011	3332	13734	9396	1516	0	0	0	0	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	
10250																																																																																																																																																														0	0	22388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42607	43155	0	0	0	20901	21363	0	0	1382	0	0	0	1382	2793	3822	11648	1718	0	0	0	0	13778	8014	0	0																									0	0	0	0	0	0	195	201	0	0	
10849																																																																																																																																																														0	0	9236	0	0	0	0	0	0	0	0	1000	1000	0	0	1000	1000	0	0	0	0	0	0	30090	29731	0	0	0	23730	23361	0	0	1285	0	0	203	1120	1149	1384	11118	10425	0	0	0	0	0	0	0	4332																									0	0	0	0	0	0	0	0	0	0	
10858																																																																																																																																																														0	0	75028	0	0	0	0	0	0	0	0	25545	25903	0	0	0	0	0	0	0	0	0	0	83606	84627	0	0	0	1826	1864	0	0	8269	15	24	2222	6047	4025	14587	11111	0	0	0	0	0	2762	3699	22843	17307																									0	0	0	0	0	0	4988	5025	0	0	
11145																																																																																																																																																														0	0	2941	75	77	0	0	0	0	0	0	4837	4895	0	0	0	0	0	0	0	0	0	0	20052	20316	0	0	0	10153	10336	0	0	2284	0	0	1700	584	3322	3637	6065	0	0	13	0	0	1841	338	0	2816																									0	0	0	0	0	0	467	487	0	0	
11640																																																																																																																																																														0	0	58401	0	0	0	0	0	0	0	0	14738	14609	0	0	0	0	0	0	0	0	0	0	90168	91474	0	0	0	48639	49791	4600	4524	4421	0	0	1333	3088	10795	11827	48704	9230	0	0	0	0	563	2801	0	3133																									0	0	0	0	0	0	184	199	0	0	
11837																																																																																																																																																														0	0	40554	0	0	0	0	0	0	0	0	44542	43780	0	0	0	0	0	0	0	0	0	0	68282	67363	0	0	0	9927	9788	10994	10855	0	0	0	0	0	196	5104	43548	4720	0	0	0	0	0	0	0	13795																									0	0	0	0	0	0	0	0	0	0	
12030																																																																																																																																																														0	0	4398	0	0	0	0	0	0	1000	1010	4615	4628	0	0	0	0	0	0	0	0	1000	1010	4615	4628	0	0	0	0	0	2200	2178	1000	0	0	1000	0	2450	2178	0	0	0	0	0	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	
12142																																																																																																																																																														0	0	23479	0	0	0	0	2053	2070	0	0	2283	2266	0	0	0	0	0	0	0	0	559	579	44385	45107	0	549	569	19358	19350	1284	1307	1755	0	0	2617	795	2427	3608	14664	124	1711	2916	1730	845	8414	4917	0	898																									0	0	0	0	0	0	3535	3607	10	10	
12245																																																																																																																																																														0	0	0	0	0	0	0	0	0	0	0	3550	3557	0	0	1500	1500	0	0	0	0	0	0	32261	32787	0	0	0	12803	13054	700	714	549	147	147	2121	3538	1772	3616	7064	0	0	0	0	0	2620	1620	6767	3522																									0	0	0	0	0	0	0	0	0	0	
12311	0	0	4495287	52264	51453	0	0	0	0	0	0	1268735	1250581	0	0	230311	230447	0	0	900800	884750	0	0	9121106	8972005	0	0	0	439882	440147	0	0	342466	48776	48911	409203	446426	1195310	1484558	231649	11210	0	0	9684	246885	946387	14680	1502077	2425025	0	0	0	0	0	0	0	0	0	0	530976	533574	0	0	0	0	0	0	242311	243517	0	0	36268	36396	0	813487	0	809555	0	0	124006	123527	0	0	1073879	1094109	0	0	0	0	0	0	3557192	3557578	0	0	0	0	0	0	189159	173653	0	0	229186	107491	0	0	0	0	0	0	0	0	0	0	172370	68596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56817	38895	0	0	0	0	0	0	0	0	0	0	197361	195871	0	0	0	0	0				51453																	0			8972005		0			440147					48911																																																	
12647																																																																																																																																																														0	0	941	0	0	0	0	0	0	310	311	0	0	0	0	0	0	0	0	0	0	6530	6661	0	0	0	3921	4018	0	0	311	311	0	0	0	0	0	709	488	3034	0	0	0	0	0	774	0	1525	0																									0	0	0	0	0	0	0	0	774	777	
12656																																																																																																																																																														0	0	650	0	0	0	0	0	0	457	458	0	0	0	0	0	0	0	0	0	0	903	904	0	0	0	446	446	0	0	0	0	101	0	0	101	0	600	202	0	0	0	0	0	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	
12937																																																																																																																																																														0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	330	490	0	0	0	0	0	0	330	490	0	0	0	0	0	0	0	490	0	0	0	490	0	0	0	0	0	0	0	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	
12946																																																																																																																																																														0	0	99104	0	0	0	0	0	0	0	0	21174	20993	0	0	380	381	0	0	0	0	0	0	119110	117575	0	0	0	75551	74768	18042	17839	0	889	875	2414	26	728	1640	26820	66928	0	2	0	0	5743	8749	2790	860																									0	0	0	0	0	0	0	0	0	0	
12955																																																																																																																																																														0	0	2007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2145	2000	6	7	0	2145	2000	0	0	0	0	2070	0	0	2070	0	75	0	0	0	0	0	0	0	3	0	0	4																									0	0	0	0	0	0	2	3	0	0	
13037																																																																																																																																																														0	0	3984	0	0	0	0	0	0	0	0	6500	6461	0	0	0	0	0	0	0	0	0	0	37696	37516	0	0	0	3493	3582	2500	2500	3151	0	0	2501	649	1169	1026	4698	0	0	0	419	547	4321	1246	0	20940																									0	0	0	0	0	0	0	0	0	0	
13103																																																																																																																																																														0	0	1330	0	0	0	0	0	0	0	0	61136	61085	0	0	28059	28408	0	0	0	0	356	372	254923	270943	0	0	0	0	0	0	0	14571	65340	79101	0	14571	74249	1868	646	0	0	0	7676	5489	80979	6298	422	0	0	0	0	0	0	0	0	0	0	0	1843	1841	0	0	0	0	0	0	0	0	0	0	0	0	0	1841	0	1843	39	41	88	92	317	331	
13251																																																																																																																																																														0	0	1274	0	0	0	0	0	0	0	0	799	800	0	0	0	0	0	0	0	0	0	0	4878	4926	0	0	0	4073	4120	0	0	1229	0	0	300	928	2190	1501	0	0	0	0	0	0	0	6	0	0																									0	0	0	0	0	0	6	6	0	0	
13457																																																																																																																																																														0	0	1668	0	0	0	0	0	0	0	0	1000	993	0	0	0	0	0	0	0	0	0	0	4278	4315	0	0	0	3107	3151	500	497	0	171	171	0	0	514	1038	2592	0	0	0	0	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	
14052																																																																																																																																																														0	0	0	0	0	0	0	0	0	0	0	2286	2310	0	0	452	497	0	0	0	0	0	0	11161	11352	0	0	0	2078	2132	1286	1311	1218	0	0	0	834	2371	1664	549	0	0	384	308	1007	424	0	3092	718																									0	0	0	0	0	0	0	0	0	0	
14155																																																																																																																																																														0	0	4398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6475	6555	0	0	0	3896	3960	0	0	206	0	0	0	145	1851	546	1166	251	0	61	174	0	773	0	1291	296																									0	0	0	0	0	0	0	0	0	0	
14650																																																																																																																																																														0	0	4149	0	0	0	0	0	0	3782	3768	0	0	0	0	0	0	0	0	0	0	4125	4113	23	24	0	343	345	0	0	0	0	0	0	0	0	0	4125	0	0	0	24	0	0	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	
14753																																																																																																																																																														0	0	2507	0	0	0	0	0	0	800	796	2143	2107	0	0	0	0	0	0	0	0	11801	11859	11435	11480	0	5790	5873	7252	7326	1701	1637	2221	0	0	251	1774	4427	2352	6658	561	0	196	86	0	2170	828	1222	2756																									0	0	0	0	0	0	0	0	1947	1959	
14865																																																																																																																																																														0	0	10811	0	0	0	0	6917	6981	0	0	13486	13591	0	0	0	0	0	0	0	0	0	0	26671	26930	0	0	0	4364	4340	8499	8401	348	0	0	7259	70	3075	5260	7645	1603	15	10	0	0	1993	0	0	0																									0	0	0	0	0	0	9	10	0	0	
14977																																																																																																																																																														0	0	6574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	51	7572	7737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1147	6641	0	0	0	0	0																									0	0	0	0	0	0	7385	7545	50	51	
16458																																																																																																																																																														0	0	22025	3995	4011	0	0	0	0	893	901	31597	31936	0	0	0	0	0	0	0	0	42549	43132	77961	79211	0	41656	42231	14457	14963	0	0	10129	0	0	1070	8751	29152	20155	34331	0	0	307	151	261	4303	538	17653	5088																									0	0	0	0	0	0	0	0	0	0	
16551																																																																																																																																																														0	0	5036	0	0	0	0	0	0	0	0	148	152	0	0	0	0	0	0	0	0	826	826	13274	13681	0	826	826	10980	11293	148	152	541	0	0	0	541	633	457	10386	189	0	0	0	0	1299	0	0	937																									0	0	0	0	0	0	0	0	0	0	
16748																																																																																																																																																														0	0	0	0	0	0	0	1052	1083	0	0	0	0	0	0	0	0	0	0	0	0	8813	9036	9945	10318	0	8813	9036	0	0	0	0	632	0	0	647	574	1124	1284	5675	884	194	494	603	0	2484	981	2536	1650																									0	0	0	0	0	0	702	741	0	0	
16944																																																																																																																																																														0	0	0	0	0	0	0	519	528	0	0	3135	3193	0	0	2357	2376	0	0	0	0	0	0	15837	16146	0	0	0	9604	9812	0	0	0	0	0	0	0	7245	3207	5457	0	0	0	8	0	228	0	0	0																									0	0	0	0	0	0	0	0	0	0	
16953																																																																																																																																																														0	0	3700	0	0	0	0	0	0	0	0	9500	9111	0	0	0	0	0	0	0	0	2365	2276	9500	9111	0	2365	2276	0	0	0	0	0	0	0	0	0	0	0	11476	0	0	0	0	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	
17110																																																																																																																																																														100	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	19860	19860	0	0	0	0	0	0	0	100	19860	19860	100	0	0	0	0	0	0	0	0	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	
17147																																																																																																																																																														0	0	634492	0	0	0	0	0	0	0	0	99	111	0	0	35	35	0	0	0	0	310484	310987	564686	572284	0	12260	12859	229337	239821	0	0	8610	0	0	1941	6805	10124	8221	207487	17791	1539	404	0	12	307953	8704	1736	310052	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	60992	62062	1814	1874	92414	92006	
17259																																																																																																																																																														0	0	5105	492	486	0	0	0	0	0	0	6273	6304	0	0	0	0	0	0	0	0	3	4	26466	26947	0	0	0	12215	12426	4199	4204	1302	0	0	835	966	2834	5676	8904	0	2509	214	0	0	1804	1001	2207	0																									0	0	0	0	3	4	214	221	0	0	
17464																																																																																																																																																														0	0	108189	0	0	0	0	4259	4383	0	0	418	440	0	0	0	0	0	0	0	0	1806	1891	123845	126602	0	1806	1891	0	0	418	440	470	460	474	10478	3789	1067	709	0	5578	8562	6787	7193	4407	15312	14575	1806	47671	0	0	0	0	0	0	10945	11203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11203	0	10945	0	0	23785	24255	0	0	
17950																																																																																																																																																														0	0	51855	0	0	0	0	3708	3746	0	0	16591	16354	0	0	749	774	0	0	0	0	168	168	112200	113931	0	150	150	30061	30452	7203	7066	850	0	0	0	805	2092	13528	29155	5896	49	0	396	2012	22362	5077	116	32611																									0	0	0	0	18	18	932	965	0	0	
18050																																																																																																																																																														0	0	52556	0	0	0	0	0	0	0	0	18267	18565	0	0	0	0	0	0	0	0	16637	16824	90520	92272	0	16637	16824	6264	6312	0	0	1019	0	0	0	400	2346	1699	34390	2679	1	654	1905	1159	38425	25252	0	0																									0	0	0	0	0	0	9236	9552	0	0	
18135																																																																																																																																																														0	0	31500	0	0	0	0	0	0	12997	12493	18500	18376	0	0	0	0	0	0	0	0	14927	14330	39433	39320	0	1930	1837	20933	20944	10999	10591	499	0	0	7000	2499	2484	4100	30816	7348	0	0	0	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	
18377																																																																																																																																																														0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	102	0	0	0	0	0	0	8359	8683	0	0	0	0	0	0	0	102	0	0	493	102	0	0	0	0	2740	3489	893	549	388	3	26	0																									0	0	0	0	0	0	1460	1491	0	0	
18827																																																																																																																																																														0	0	38039	0	0	0	0	0	0	0	0	25038	24799	0	0	500	502	0	0	0	0	0	0	60141	58526	0	0	0	17084	17388	3000	3002	2627	14810	12994	612	4830	7566	1075	27909	696	67	622	318	303	1509	25	0	0																									0	0	0	0	0	0	0	0	0	0	
18836																																																																																																																																																														0	0	4577	0	0	0	0	0	0	0	0	4579	4649	0	0	0	0	0	0	0	0	0	0	9507	9651	0	0	0	877	886	0	0	698	15	29	500	0	3632	1402	0	0	254	33	396	0	358	0	1614	1431																									0	0	0	0	0	0	24	25	0	0	
18854																																																																																																																																																														0	0	2248	300	301	0	0	0	0	0	0	9000	8959	0	0	0	0	0	0	0	0	0	0	12342	12256	0	0	0	985	970	9000	8959	200	0	0	0	200	101	7644	2285	0	21	3	0	0	0	0	0	2001																									0	0	0	0	0	0	24	25	0	0	
18957																																																																																																																																																														0	0	1607	0	0	0	0	1196	1166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4502	4419	0	0	0	534	535	0	0	0	0	0	0	285	0	0	0	1416	0	505	0	0	703	6	295	1209																									0	0	0	0	0	0	1229	1214	0	0	
19356																																																																																																																																																														0	0	9552	0	0	0	0	0	0	0	0	7059	7111	0	0	0	0	0	0	0	0	0	0	29066	28995	0	0	0	5165	4999	819	821	0	0	0	0	0	538	1930	9642	0	0	0	0	0	14920	1965	0	0																									0	0	0	0	0	0	5219	5213	0	0	
