"IDRSSD"	RCFD1248	RCFD1249	RCFD1250	RCFD1251	RCFD1252	RCFD1253	RCFD1254	RCFD1255	RCFD1256	RCFD1583	RCFD1594	RCFD1597	RCFD3505	RCFD3506	RCFD3507	RCFD3529	RCFD3530	RCFD5377	RCFD5378	RCFD5379	RCFD5380	RCFD5381	RCFD5382	RCFD5389	RCFD5390	RCFD5391	RCFD5459	RCFD5460	RCFD5461	RCFD6558	RCFD6559	RCFD6560	RCFDB575	RCFDB576	RCFDB577	RCFDC226	RCFDC240	RCFDC241	RCFDC410	RCFDC411	RCFDF166	RCFDF167	RCFDF168	RCFDF169	RCFDF170	RCFDF171	RCFDF664	RCFDF665	RCFDF666	RCFDF667	RCFDF668	RCFDF669	RCFDK036	RCFDK037	RCFDK038	RCFDK039	RCFDK040	RCFDK041	RCFDK042	RCFDK043	RCFDK044	RCFDK072	RCFDK073	RCFDK074	RCFDK075	RCFDK076	RCFDK077	RCFDK078	RCFDK079	RCFDK080	RCFDK081	RCFDK082	RCFDK083	RCFDK084	RCFDK085	RCFDK086	RCFDK087	RCFDK088	RCFDK089	RCFDK091	RCFDK092	RCFDK093	RCFDK095	RCFDK096	RCFDK097	RCFDK099	RCFDK100	RCFDK101	RCFDK102	RCFDK103	RCFDK104	RCFDK120	RCFDK121	RCFDK122	RCFDK123	RCFDK124	RCFDK125	RCFDK126	RCFDK127	RCFDK128	RCFDK134	RCFDK135	RCFDK136	RCFDK138	RCFDK139	RCFDK140	RCFDK213	RCFDK214	RCFDK215	RCFDK216	RCFDK217	RCFDK218	RCFDK269	RCFDK271	RCFDK272	RCFDK274	RCFDK275	RCFDK276	RCFDK277	RCFDK278	RCFDK279	RCFDK280	RCFDK281	RCFDK282	RCFDK283	RCFDK284	RCFDK285	RCFDK286	RCFDK287	RCFDK288	RCFNB572	RCFNB573	RCFNB574	RCFNK291	RCFNK292	RCFNK293	RCFNK294	RCFNK295	RCFNK296	RCON1226	RCON1227	RCON1228	RCON1248	RCON1249	RCON1250	RCON1254	RCON1255	RCON1256	RCON1583	RCON1594	RCON1597	RCON1606	RCON1607	RCON1608	RCON3493	RCON3494	RCON3495	RCON3499	RCON3500	RCON3501	RCON3505	RCON3506	RCON3507	RCON3529	RCON3530	RCON5380	RCON5381	RCON5382	RCON5389	RCON5390	RCON5391	RCON5398	RCON5399	RCON5400	RCON5459	RCON5460	RCON5461	RCON6558	RCON6559	RCON6560	RCONB575	RCONB576	RCONB577	RCONB834	RCONB835	RCONB836	RCONC226	RCONC229	RCONC230	RCONC236	RCONC237	RCONC238	RCONC239	RCONC240	RCONC241	RCONC410	RCONC411	RCONF166	RCONF167	RCONF168	RCONF172	RCONF173	RCONF174	RCONF175	RCONF176	RCONF177	RCONF178	RCONF179	RCONF180	RCONF181	RCONF182	RCONF183	RCONF661	RCONF662	RCONF663	RCONF664	RCONF665	RCONF666	RCONF667	RCONF668	RCONF669	RCONK036	RCONK037	RCONK038	RCONK039	RCONK040	RCONK041	RCONK042	RCONK043	RCONK044	RCONK045	RCONK046	RCONK047	RCONK048	RCONK049	RCONK050	RCONK051	RCONK052	RCONK053	RCONK054	
266066																																																																																																																																												0	0	0							192	0	0	0	0	143	0	0	10	0	0	0	0	0	0						0	0	0	0	0	0	0	0	219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	
266244																																																																																																																																												0	0	0										148	0	0	0	0	0	0	0	0	0	0	0						0	0	0	600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	924	0	190	213	0	0	0	0	320	0				0	369	0	0	161	2129	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
266253																																																																																																																																												0	0	0							801	6	0	0	23	1797	0	0	237	0	0	0	0	0	0						0	0	0	0	0	0	6	0	801	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	2842	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2025	0	0	1676	0	0	0	0	0	0	0	0	0	0	0	0	0	
266271	0	0	0	4492	151	20318	377	1	398	10	0	0	353	2	35	0	0	0	0	0	0	0	0	0	0	0	2804	0	30069	0	0	18433	0	0	0	0	0	0	80596	29	0	0	0	14906	2786	19972	0	0	0	0	0	0	1144	275	984	1144	275	681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1208	0	0	0	0	0	12687	0	0	0	0	0	0	141	48	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																0	0	17641	4316	0	9417												13049	6600	15706														132761	10096	78201	41570	9393	4987								0	0	0	0	892	8197	545	3772	0	0	14458	39071	24800	13894	34887																0	0	0	0	0	0	0	0	0	0	
266655																																																																																																																																												0	0	0							0	30	0	2	23	12	237	0	0	0	0	0	0	0	0						0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	17	0	0	0	0	2	0				0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	237	0	0	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
266851																																																																																																																																												0	0	0										69	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	458	0	11	0	0	0	0	0				0	0	0	0	0	0	0	1884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
266879																																																																																																																																												0	0	0										1	275	206	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	1	0	206	0	0	0	0	0	0	0	584	0	1680	288	24	0	0	0	989	0				0	13	0	278	192	0	92	372	0	0	0	0	700	240	584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
266945																																																																																																																																												0	0	0	0	0	0	0	0	0	585	41	45	193	0	5111	112	249	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	279	0	114	65	46	585	0	0	0	0	0	0	0	0	0	0	2379	9	2666	221	135	0	0	0	2204	0	0	0	0	0	36	0	0	0	3	314	14	65	54	1169	1131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
267652																																																																																																																																												0	0	0										105	0	703	0	0	0	0	0	0	0	0	0						0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	268	0	0	0	0	0	0	0	77	0				0	0	0	0	0	0	206	26	0	0	355	2589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
267737																																																																																																																																												0	0	0	199	369	0	0	0	0	0	0	0	152	424	0	393	1098	0	0	0	0	0	0	791	0	0	0	0	0	0	0	0	287	873	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1577	13224	349	308	0	0	20	0	0	0	0	0	693	0	8270	0	0	6173	5683	23104	10682	0	0	0	1135	0	0	0	0	0	0	0	0	5	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
268136																																																																																																																																												0	0	0										190	49	122	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	72	43	38	0	0	0	0	0	0	0	0	0	0	0	5	1163	209	147	25	0	0	523	0				0	24	0	105	1061	432	279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
268257																																																																																																																																												0	0	0	0	0	0	0	0	0	0	0	0	99	0	1022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	5	0	0	0	0	0	0	0	0	0	0	0	26	361	146	0	42	0	0	0	598	0	0	0	0	0	28	0	0	0	203	2487	0	0	0	1665	287	0	0	0	0	0	0	0	0	0	2368	0	2224	1765	0	1811	0	0	0	0	0	0	0	0	0	0	0	0	0	
268556																																																																																																																																												0	0	0	0	0	0	0	0	0	0	0	0	116	0	366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	1255	585	218	0	195	0	0	0	669	0	0	0	0	0	152	0	0	0	30	35	0	0	0	3677	55	47	0	403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
268828																																																																																																																																												0	0	0	0	0	0	0	0	0	0	0	0	2189	138	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	932	882	0	0	0	0	0	0	0	0	0	258	0	0	0	0	0	2167	0	294	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
268976																																																																																																																																												0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6873	1228	4465	2764	69	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	401	1646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
269049																																																																																																																																												0	0	0	0	0	0	0	0	0	0	30	0	0	0	1547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	30	0	0	0	0	0	2	0	0	0	0	0	0	673	230	209	0	76	0	0	0	1244	0	0	0	0	0	0	0	0	0	304	69	0	0	0	1236	1725	44	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
269058																																																																																																																																												0	0	0										7	0	20	0	0	0	0	0	0	0	0	0						0	0	0	290	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	562	0	346	0	20	0	0	0	364	0				151	0	0	0	0	0	50	0	0	0	1779	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
269478																																																																																																																																												0	0	0										34	0	0	0	0	0	0	0	0	0	0	1						0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
269759																																																																																																																																												0	0	0							0	0	0	0	104	9	55	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	31	55	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
270148																																																																																																																																												0	0	0										0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	270	588	0	0	0	0	0	0				0	0	0	0	0	0	89	0	344	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
270353																																																																																																																																												0	0	0							0	56	0	79	0	5	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	440	0				0	0	0	0	0	586	0	0	0	0	74	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
270504																																																																																																																																												0	0	0	0	0	0	0	0	0	0	0	0	832	7	92	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	307	20	0	0	0	0	0	0	0	0	0	0	0	0	2689	76	4285	260	233	32	0	0	296	0	0	0	0	0	254	0	0	0	36	141	194	231	0	1290	0	0	0	1503	0	0	0	0	0	0	760	144	1202	615	108	1049	0	0	0	0	0	0	0	0	0	0	0	0	0	
270531																																																																																																																																												0	0	0										0	0	0	0	0	0	1270	2084	1464	0	0	0						0	0	0	0	0	0	64	5	0	0	0	0	0	0	0	0	0	0	0	871	400	1888	0	412	0	0	0	0	0				0	952	0	0	0	0	3278	3559	500	1822	630	1638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
270652																																																																																																																																												0	0	0							64	0	0	0	0	0	8	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
271136																																																																																																																																												0	0	0										90	5	11	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	32	91	0	0	0	0	153	31	0	0	0	0	0	839	0	1429	257	43	0	0	0	0	0				591	0	0	122	426	111	0	136	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
271154																																																																																																																																												0	0	0							6	0	0	3	7	6	0	0	6	0	0	0	0	0	0						0	0	0	0	0	0	0	0	6	0	0	0	22	19	10	0	0	0	0	42	0	64	74	19	0	0	0	48	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
271275																																																																																																																																												0	0	0										19	0	0	0	0	0	0	0	730	0	0	0						0	0	0	271	0	455	0	0	0	0	0	0	0	0	0	0	0	0	0	4357	326	513	0	217	0	0	0	817	0				144	0	0	0	0	292	196	0	0	0	1129	886	0	0	971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
271341																																																																																																																																												0	0	0										0	0	100	0	0	0	0	0	0	0	0	0						0	0	0	34	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	0	0	0	0	0	0	173				103	765	0	0	381	0	1249	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
271529																																																																																																																																												0	0	0										80	0	175	137	0	17	0	0	0	0	0	0						0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	780	0	1077	0	0	0	0	0	0	0				1500	362	0	0	695	2095	0	288	0	0	1177	430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
271631																																																																																																																																												0	0	0	0	0	0	0	0	0	0	0	0	175	0	533	0	0	1390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	604	0	0	0	0	0	0	0	0	0	0	0	0	0	6029	758	724	0	0	0	0	0	1900	937	0	0	0	23	0	0	0	57	861	1100	379	0	0	2109	1175	0	0	1632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
271743																																																																																																																																												0	0	0							0	0	0	1	0	222	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0	0	163	33	193	0	0	0	0	0	363	0				0	0	0	0	0	0	182	0	0	0	339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
271752																																																																																																																																												0	0	0							0	0	0	524	21	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	12	47	0	0	0	0	0	0	0	0	0	0	0	0	0	287	13	0	0	0	0	0	0				0	0	0	0	0	0	0	315	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
272030																																																																																																																																												0	0	0										0	5	111	39	0	82	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	254	0	0	0	0	0	0	0				0	0	0	0	0	0	201	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
272058																																																																																																																																												0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
272151																																																																																																																																												0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
272218																																																																																																																																												0	0	0	0	0	0	0	0	0	58	0	0	27588	172	61125	90	0	16707	135	0	0	0	0	0	0	0	0	0	0	0	0	0	1206	308	10765	1637	0	9098	0	0	0	814	581	0	0	0	0	0	61797	9152	15911	405	98	162	0	0	127824	0	0	0	0	7023	47759	435	12854	74920	424178	18801	36940	8835	4437	97778	165850	494	0	2052	0	0	0	0	0	0	3379	0	3211	3379	0	3211	0	0	0	0	0	0	0	0	0	0	0	0	0	
272245																																																																																																																																												0	0	0							0	0	0	5	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
272272																																																																																																																																												0	0	0	0	0	0	0	0	0	0	12	0	256	2	3	790	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	30	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	100	0	657	62	87	11	0	0	0	0	0	0	0	152	95	0	0	0	379	87	0	128	0	0	0	0	0	0	187	0	382	203	0	1373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
272302																																																																																																																																												0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	247	25	0	929	0	0	0	0	0	0	0	0	0	0	0	0	3736	0	6864	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	464	0	396	0	50	0	0	0	2241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
272870																																																																																																																																												0	0	0										0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	369	25	2117	0	26	0	0	0	394	0				276	0	0	0	0	0	267	548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
273149																																																																																																																																												0	0	0	0	0	0	0	0	0	0	0	0	145	0	459	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	1088	3	365	19	0	0	0	0	1029	0	0	0	0	0	27	0	0	0	163	166	0	0	0	496	3853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
273251																																																																																																																																												0	0	0							0	198	0	62	0	0	208	0	0	0	0	0	0	0	0						0	0	0	0	0	0	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
273336																																																																																																																																												0	0	0	0	0	0	0	0	0	0	0	0	0	0	793	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	203	0	863	0	0	0	0	0	0	58	5	53	0	0	0	0	851	0	0	0	0	0	0	0	5903	0	0	0	0	0	0	0	0	0	433	749	0	0	0	458	26065	0	0	0	0	0	0	0	0	0	0	0	80	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	
273550																																																																																																																																												0	0	0							0	0	0	95	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	987	0	0	987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
273653																																																																																																																																												0	0	0							0	0	0	26	0	35	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	31	0	0	0	0	0	0	35	0				0	0	0	0	0	272	62	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
273662																																																																																																																																												0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0	403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	552	0	0	4522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
273840																																																																																																																																												0	0	0										0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	37	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
273859																																																																																																																																												0	0	0							0	29	0	55	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
274025																																																																																																																																												0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
274052																																																																																																																																												0	0	0							0	1	0	29	16	81	0	0	75	0	0	0	0	0	0						0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	23	0	153	77	0	0	0	0	0	0				0	0	0	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
274164																																																																																																																																												206	73	0										1731	241	830	18	0	0	0	0	0	0	0	0						0	0	0	0	0	0	168	57	0	0	0	0	0	0	0	0	0	0	0	53	0	984	274	0	0	0	0	0	0				96	623	0	0	0	0	605	299	79	0	0	0	0	0	0	0	0	0	0	0	0	0	130	221	0	130	221	0	0	0	0	0	0	0	0	0	0	0	0	0	
274548																																																																																																																																												0	0	0							835	0	187	38	0	257	0	0	373	0	0	0	0	0	0						0	0	0	0	0	0	3	187	835	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	141	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
274641																																																																																																																																												0	0	0							0	254	0	37	85	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	254	0	0	0	0	0	0	0	0	0	0	0	0	372	0	143	357	0	0	0	0	0	0				0	0	0	0	0	0	0	260	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
274753																																																																																																																																												0	0	0							0	0	0	0	13	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
274829																																																																																																																																												0	0	0	0	0	0	0	0	0	0	0	0	400	110	349	0	0	0	2332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	416	71	2327	190	557	65	0	0	1581	0	0	0	0	3530	0	266	16	13634	4894	2300	524	274	0	222	1524	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
274856																																																																																																																																												0	0	0							476	222	180	281	321	472	0	228	459	0	0	0	0	0	0						0	0	0	0	0	0	222	180	476	0	0	0	1	13	0	0	0	0	0	0	0	63	15	0	0	0	0	439	0				0	0	0	0	0	0	25	57	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
275255																																																																																																																																												0	0	0							0	0	0	53	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	66	0	53	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
275358																																																																																																																																												0	0	0							0	0	0	146	116	1447	244	0	0	0	0	0	0	0	0						0	0	0	0	0	0	825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	7	0				0	0	0	0	0	0	0	0	0	0	997	0	0	0	0	0	0	0	0	0	0	363	0	0	327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
275509																																																																																																																																												0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	805	0	0	0	0	0	0	0	0	0	0	0	266	81	197	0	0	0	0	0	0	0	0	0	0	0	0	0	4889	606	2971	357	354	40	0	0	1640	0	0	0	0	0	0	0	0	1604	285	1430	1837	110	0	3948	1174	0	0	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
275657																																																																																																																																												0	0	0							0	16	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	26	0	0	0	0	0	0				0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
275750																																																																																																																																												0	0	0	0	0	0	0	0	0	9	0	0	123	3	722	0	0	0	0	0	288	0	0	0	0	0	0	0	0	0	0	0	256	0	244	0	0	9	0	0	0	0	0	0	0	0	0	0	2730	160	1051	0	265	0	0	0	0	0	0	0	0	0	58	0	0	0	174	368	309	0	0	0	61	422	0	554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
276159																																																																																																																																												0	0	0							97	9	6	7	0	30	0	0	122	0	0	0	0	0	0						0	0	0	0	0	0	9	6	97	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
