"IDRSSD"	RIAD0497	RIAD4042	RIAD4136	RIAD4141	RIAD4146	RIAD4461	RIAD4462	RIAD4463	RIAD4464	RIAD4467	RIAD4468	RIAD4469	RIAD4486	RIAD4487	RIAD4488	RIAD4489	RIAD4491	RIAD4498	RIAD4499	RIAD4521	RIAD4522	RIAD4769	RIAD8403	RIADB526	RIADB527	RIADC013	RIADC014	RIADC015	RIADC016	RIADC017	RIADC018	RIADF229	TEXT4461	TEXT4462	TEXT4463	TEXT4464	TEXT4467	TEXT4468	TEXT4469	TEXT4487	TEXT4489	TEXT4498	TEXT4499	TEXT4521	TEXT4522	TEXT4769	TEXTB526	TEXTB527	
23504	115	0	0	0	0	113	393	104	118	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	103	0	0	Merchant Income	Title Insurance Broker Fees	Master Money Debit Card Income	System Services													
23540	51	0	0	0	0	31	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	Debit Card Interchange			ATM Network Fees													
23643	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0																	
23755	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	56	0	0																	
23812	239	0	74	101	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	false	83	-530	0	0	0	0	0	335	116	0												RECLASS FOR UNFUNDED COMMITMENTS TO OTHER LIABILITIES			SAB 108 ADJUSTMENT		
24006	91	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	72	0	0	0	0	14	59	0	0	0																	
24266	906	0	70	682	103	140	21	380	0	0	0	0	0	0	0	0	0	0	0	0	0	false	96	0	0	80	0	108	879	405	337	0	Miscellaneous Income	Merchant Discount Fees	Loan Fees														
24453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	46	0	0																	
24659	4	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	5	0	0	0	0	0	1	14	12	0																	
24668	40	5	28	0	4	0	0	0	22	21	14	0	0	0	0	0	0	0	0	0	0	false	18	0	0	9	0	9	14	9	10	0				Professional Fees	Software Maintenance	ATM Expenses											
24855	2	0	2	0	0	0	0	0	1	2	2	0	0	0	0	0	0	0	0	0	0	false	1	0	0	0	0	0	2	2	2	0				AUTO EXPENSE	ATM/POS	JHA SOFTWARE SUPPORT											
24949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0																	
25357	9	3	2	3	2	71	8	0	71	69	0	0	0	0	0	0	0	0	0	0	0	false	9	0	0	7	0	3	1	35	20	0	Computer	Misc.		Fees	Misc.												
25647	26	0	34	45	3	28	14	0	0	21	0	0	0	0	0	0	0	0	0	0	0	false	8	0	0	0	0	6	2	33	11	0	Loan Service Charge, Late Fees, and Release Fees	Land Trust Fees		Loss on Fixed Assets/OREO (recorded in December 2006)	Bookkeeping Expense							Per examination, $573 of the ALLL was reclassified to "other assets-acct receivable"					
25852	98	0	0	0	0	0	0	0	80	109	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	111	0	0	0				Other professional fees	Telephone												
26149	11	0	12	2	1	0	0	0	6	9	8	0	0	0	0	0	0	0	0	0	0	false	4	0	0	4	0	3	1	25	7	0				INTERNET BANKING EXPENSE	TELEPHONE EXPENSE	CORRESPOND BANK SERVICE CHG											
26242	0	0	59	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	95	0	0	0	0	0	Bonus/Incentive from debit card processor																
26457	0	0	0	0	0	0	0	0	5	11	5	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	16	9	0				Car Expense	Kansas Bancshares	Payroll Taxes											
26765	0	0	12	20	0	7	0	0	17	14	0	0	0	0	0	0	0	0	0	0	0	false	9	0	0	0	0	8	0	41	0	0	Other fees, charges & commissions			Other insurance expenses	Other fees												
26859	0	0	0	0	0	0	0	0	0	0	0	576	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0							sale of land										
26916	0	0	0	0	0	105	0	0	588	0	154	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	99	0	0	Success Card Fees			Management Fees		FFA Expense											
27548	94	0	26	10	9	149	-7	0	67	76	21	0	0	0	0	0	0	0	0	0	0	false	51	-287	0	19	74	14	28	312	70	81	Debit Card Interchange	Mortgage Derivative Gain(Loss)		telephone and communications	other professional fees	transportation									Early adoption of FAS 157 & 159		
27614	0	0	0	0	0	0	0	0	71	50	0	0	0	0	0	0	0	0	0	0	0	false	65	-51	0	0	45	0	70	145	0	0				CORP TAX	TELEPHONE										Pension Adj		
27838	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	63	122	0	0	Secondary Market - Mortgage Origination Fees																
27847	58	4	16	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1140	0	false	57	0	0	14	6	11	51	81	72	0												This adjustment is due to pooling of common ownership banks.					
28013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-32	0	false	0	0	0	0	389	0	0	357	0	0												reclass to the reserve for losses on loan commitments					
28152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	28	0	0																	
28255	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	53	0	0																	
28349	9	2	8	4	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	11	0	0	4	0	1	10	16	15	0																	
28406	120	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	234	0	0	207	0	0				Branch Leases													
28572	0	0	15	0	0	0	0	0	15	16	0	0	0	0	0	0	0	0	0	0	0	false	0	-11	0	0	0	0	0	28	0	0				OH Franchise	REO Expense										Effective dtd entry to close short tx yr 10/06 - 12/06		
28732	0	0	0	0	0	177	20	0	64	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	46	0	0	Life insurance death benefit-directors' deferred compensation plan	Secondary market loan fees		Directors' deferred benefit plan expense													
29104	163	0	94	273	23	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	78	0	0	25	223	24	131	165	109	0	L/C Fee Income																
29252	35	26	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	19	0	19	74	0	0	Debit card income																
29636	117	0	0	0	0	142	229	0	127	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	BOLI Income	Income from Shay Investments		Office Supplies													
29850	5	0	8	0	2	19	0	0	15	18	0	0	0	0	0	0	0	0	0	0	0	false	4	0	0	1	13	10	13	53	10	0	Committement Fees			Audit fees	Misc.												
29944	32	0	0	0	0	56	94	0	39	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	1	10	0	35	0	Mortgage Origination Fees	Mortgage Sale Fees		Loan Servicing Expense													
29953	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0																	
30052	29	0	3	11	0	50	38	11	8	8	23	0	0	0	0	0	0	0	0	0	0	false	6	0	0	1	0	1	5	7	8	0	Premium fees	Origination fees	Admin fees	Debit card fees	Telephone	Consulting											
30155	14	12	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	21	1	0	44	0	0				Other Outside Service Fees													
30258	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4068	0	false	0	0	0	0	0	0	0	0	0	0												BANK CONSOLIDATION WITH SISTER BANK					
30418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0																	
30502	153	0	0	0	0	146	0	0	488	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	Debit card fees			Intercompany expense													
30650	45	0	0	40	0	97	0	0	82	56	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	52	39	0	Data Processing Fees			Computer Expenses	Public Relations												
30810	0	0	0	0	0	144668	0	0	424047	16639	14984	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	Net Credit Card Fee Income			Cardmember Servicing Fee	Network Access Fee	Fraud Losses											
30856	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	74	0	0																	
31134	0	0	0	0	0	11	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	96	23	0	INSURANCE COMMISSION	DEBIT CARD INCOME															
31255	0	0	55	0	0	55	0	0	49	31	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	69	0	0	77	0	0	other income			item processing	OREO expenses												
31657	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	32	64	0	0				Expense on foreclosed assets													
31826	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	41	0				Other Taxes													
31835	0	0	31	27	0	0	0	0	20	19	0	0	0	0	0	0	0	0	0	0	0	false	0	170	0	0	73	0	0	0	0	0				Travel & Entertainment	Professional Fees										Cash Surrender Value of Insurance adjustment		
32159	92	0	25	37	8	25	0	0	15	4	0	0	0	0	0	0	0	0	0	0	0	false	16	0	0	2	0	3	20	103	36	0	SBA PREMIUMS			OTHER REAL ESTATE OWNED	CONSULTING FEES												
32234	17	0	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	4	0	0	0	0	2	11	36	13	0																	
32766	0	0	0	0	0	15	0	0	10	7	8	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	38	0	0	Debit Card Income			Year End Expense	Dues Membership & Subscriptions	Due From Bank Service Charges											
33147	110	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	80	0	0	Data Processing Fees																
33259	0	0	0	0	0	319	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	false	0	172	0	0	0	0	0	151	0	0	Affiliate bank data processing service fees			Charitable Conributions											First-year audit adjusting journal entries (net)		
33268	26	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	17	0	0	0	0	0	0	0	22	0	MORTGAGE LOAN FEES (COMMISSIONS)																
33549	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	37	0	0																	
33727	0	0	0	0	0	153	0	0	70	208	65	0	0	0	0	0	0	0	0	0	0	false	79	0	0	0	62	0	111	186	0	0	Fees Commissions & Misc			Telephone	Dues & Subscriptions,Misc & Travel	Consulting											
33754	3	0	7	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	8	0	0	0	0	5	0	0	12	0																	
33772	0	0	0	0	0	650	0	0	852	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	492	0	0	906	0	0	Loan referral fees			Third party payments													
33839	2	0	7	1	1	1	1	0	3	7	1	0	0	0	0	0	0	0	0	0	0	false	2	0	0	0	0	3	6	20	6	0	Miscellaneous	CD Interest Penalty		Accounting and Auditing	Miscellaneous	Schools and Conferences											
33857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	false	0	0	0	0	0	0	0	0	0	0										Capital infusion from bank holding company							
34153	0	0	0	150	0	336	0	0	141	0	0	0	0	0	0	0	0	0	0	10	0	false	0	0	0	0	0	0	0	0	0	0	Financial Monitorin, Processing Servicing			Consulting Fees								Adjust the Allowance for Off-Blance Sheet Credit Exposure					
34359	0	0	5	8	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	5	0	0	0	0	0				Correspondent Bank Charges													
34425	0	0	0	0	0	159	0	0	72	115	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	Visa MIscellaneous Income			Software Maintenance	Visa Processing Expense												
34434	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	26	0	0	0	56	0	0				ATM NETWORK FEE													
34452	0	0	0	25	0	26	23	0	14	0	0	0	0	0	0	0	0	0	0	0	0	false	0	2	0	0	0	0	0	15	0	0	INVESTMENT CENTER FAIR MARKET RENT	FNIA FAIR MARKET RENT		INVESTMENT CENTER EXPENSES											FNIA ADJUSTMENT		
34537	685	0	0	808	0	749	432	0	483	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	1945	0	0	Merchant Income	Check card Interchange Income		Telephone/Data Line													
34555	25	0	15	6	3	3	2	0	22	22	13	0	0	0	0	0	0	0	0	0	0	false	18	0	0	2	22	0	10	36	16	0	Cashing Checks & Money Order Fees	Mastercard Discount		Director's Deferred Compensation & Life Insurance Expense	Accounting & Auditing Services	Federal Reserve Bank Service Fees											
34742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	0	0	0	false	0	0	0	0	0	0	0	0	0	0										Capital Injections from the Top Tiered Bank Holding Company - FWBS							
34836	0	0	5	0	0	0	0	0	5	4	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	6	11	4	0				Blanket bond insurance	ATM												
34863	0	0	0	10	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	false	9	0	0	0	0	0	0	23	8	0				OREO / Repo Expenses													
35057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	50	0	0																	
35244	78	0	0	0	0	157	0	0	127	0	0	0	0	0	0	0	0	3399	0	0	0	false	0	0	0	0	95	0	196	283	0	0	Subsidiary Income			Professional Services						Capital Injection to dividend a building from the holding companies' books to the bank's books							
35301	0	0	0	0	0	61065	40688	0	122162	43034	28246	0	0	0	0	0	0	28152	0	0	0	false	0	-225911	0	0	0	0	0	0	0	0	Accounting services outsourcing	Service agreement fees from affiliates		Transaction processing services	External contract services	Professional services fees				Tax benefit related to equity-based compensation					Adjustment for effect of applying provisions of FSP No. FAS 13-2		
35570	767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	542	2363	0	0	false	0	0	0	0	910	0	0	1004	0	0										ESOP Allocation	Equity Plans						
35646	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	5	0	0	0	6	4	1	0	3	0																	
35842	16	0	12	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	18	0	0	0	8	3	20	74	14	0																	
35936	0	0	0	3	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	false	2	0	0	0	0	0	0	0	0	0				Examination Fees													
36054	198	0	35	46	23	237	1369	0	886	223	0	0	0	0	0	0	0	0	0	0	0	false	49	0	0	19	17	24	0	30	52	0	INTERCHANGE FEES INCOME	MERCHANT DISCOUNT INCOME		INTERCHANGE EXPENSE - MERCHANT	INCOME SHARED WITH OTHERS - MERCHANT												
36344	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	73	0	0	73	0	0				Contractual Services													
36456	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	51	0	0				Lodging and travel													
36858	117	0	0	0	0	0	0	0	214	504	0	0	0	0	0	0	0	0	0	0	0	false	0	66	0	0	0	0	0	185	0	0				HOLDING COMPANY MNGMT FEES	LOAN EXPENSE										Early Adoption FAS159		
36933	0	0	25	0	0	0	0	0	25	21	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	84	0	0				Property Taxes	Image Stmt Expense												
37051	21	0	0	12	0	0	0	0	42	13	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	11	0				OUTSIDE SERVICES	TELEPHONE												
37341	4	0	1	2	1	1	3	0	13	2	25	0	0	0	0	0	0	0	0	0	0	false	4	0	0	0	4	0	1	7	5	0	FEE INCOME	EXCHANGE		PROCESSING FEE	RENT EQUIPMENT	CPA EXPENSE											
37350	4	9	5	0	1	1	0	0	3	1	2	0	0	0	0	0	0	0	0	0	0	false	1	0	0	0	0	5	0	33	3	0	EXCHANGE			ACCOUNTING	CONTINUING EDUCATION	TELEPHONE											
37378	0	0	0	0	0	51	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	Merchant Visa			Merchant Visa													
37435	81	0	89	5	15	222	68	0	81	55	62	0	0	0	0	0	0	0	0	0	0	false	76	0	0	0	0	18	0	91	141	0	Dr Card Fees	M/C fees		Audit	Dr/Atm cost	M/C exp											
37640	0	0	0	0	0	0	0	0	251	0	0	0	0	0	0	0	0	2000	0	0	0	false	0	0	0	0	0	0	0	356	0	0				Other Professional Fees						Capital Contribution from Parent							
37659	1	0	3	10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	8	0	0	1	0	0	0	11	5	0																	
37743	6	0	18	10	2	27	5	0	7	10	28	0	0	0	0	0	0	0	0	0	0	false	6	0	0	1	0	3	12	47	11	0	Other Loan Fee Income-Secondary Market	Other Commissions, Service Charges & Fees		Investment & Correspondent Fees	Dues Subscriptions Education & Meals	Telephone Courier Insurance Secondary Market & Other											
37949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	41	0	0	108	0	0																	
38526	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	54	0	0				PA Shares Tax Expense													
38535	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	111	0	0	163	0	0				Loan Expense													
38740	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	28	0	0	Debit Card Interchange Credit																
39327	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	108	76	0	0				ATM / Debit card expense													
39420	256	0	0	0	0	277	0	0	187	188	257	0	0	0	0	0	0	0	0	0	0	false	0	-1192	0	0	167	0	159	189	0	0	MERCHANT FEES			TELECOMMUNICATIONS	OHIO FRANCHISE TAX	THIRD PARTY EXPENSES									Adoption of FASB 159		
39475	0	0	0	0	0	0	0	0	304	0	0	0	0	0	0	0	0	0	0	0	-33	false	0	0	0	0	0	0	0	0	268	0				State B&O tax									Provision for credit losses				
39756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0																	
39934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	116	0	0																	
40033	7	0	7	54	5	0	0	0	19	28	100	0	0	0	0	0	0	0	0	0	0	false	13	0	0	0	25	9	25	0	28	0				ATM EXPENSE	TELEPHONE	PROFESSIONAL & CONSULTING											
40305	627	0	0	0	0	649	-811	0	-1267	833	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	801	854	0	Credit Card Income, net	Amortization on Limited Partnerships	3	Intercompany Expense	Franchise Tax												
40350	0	0	0	0	11	0	0	0	33	9	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0				Management Fess	Computer Fees												
40707	0	0	0	0	0	45	0	0	40	53	0	0	0	0	0	0	0	0	0	0	0	false	47	0	0	0	0	0	0	0	40	0	Mastercard Fees			Software Main & Support	ATM Processing												
40855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0																	
41245	5	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	6	0	0	0	8	0	0	0	0	0																	
41553	7	0	0	0	7	14	0	0	13	14	18	0	0	0	0	0	0	0	0	0	0	false	3	0	0	1	0	3	9	19	12	0	Debit Card Income			Fees - OK State Banking Dept.	Bank Service Charges	ATM Expense											
41629	0	0	37	0	0	0	0	0	39	30	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0				Telephone Expense	Professional Fees												
41647	0	0	0	0	0	0	0	0	1626	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	270	0	0				First Banking Center, Inc Administration Fee													
41759	1	2	2	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	2	0	0	0	0	2	1	0	2	0																	
41825	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	28	0	0	0	0	VISA CHECK CARD INCOME																
41937	0	0	13	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	OVERDRAFT & RETURN CHECK FEES																
41955	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	14	0	0				Meetings & Education													
42037	17	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	37	14	0																	
42055	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	22	8	0	0	22	0				SOFTWARE EXPENSE													
42354	14	0	14	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	16	0	0	24	0	0				AUDITS & EXAMINATIONS													
42420	1095	0	0	0	0	1399	0	0	1437	972	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	1490	0	0	937	0	0	STAR INTERCHANGE			PA SHARES TAX	TELEPHONE												
42448	88	0	64	10	13	94	0	0	0	0	0	0	0	0	0	0	0	0	0	-105	0	false	53	0	0	16	0	14	32	167	57	0	Debit Card Interchange Fees											Reclassify off-balance sheet allowance					
42457	0	0	0	6	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	4	0	0	0	0				Corr. Bank Service Chgs.													
43052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	25	0	0	0	0	0																	
43155	106	0	0	0	0	0	0	0	511	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0				TLC Management Fees													
43173	0	0	0	0	0	0	0	0	2191	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0				Service Bureau													
43351	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	8	0	0				Accounting													
43454	0	0	9	0	0	0	0	0	5	3	0	0	0	0	0	0	0	0	0	0	0	false	3	0	0	0	0	0	0	0	3	0				UBB S/C	ATM DEBIT FEES												
43511	224	0	0	0	0	123	196	126	220	536	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	103	0	0	216	0	0	DEBIT CARD INTERCHANGE INCOME	OTHER MORTGAGE BANKING/BROKERAGE INCOME	GAIN - OREO	PROFESSIONAL AND CONSULTING FEES	Restructuring Charge												
43641	4	0	10	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	2	0	0	2	0	4	12	81	3	0																	
43744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	34	0	0																	
43856	16	0	0	0	0	0	0	0	21	17	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	11	7	0				Accounting fees	Consulting fees												
43959	0	0	19	0	0	19	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	74	0	0	Debit card income			Debit card expenses													
44040	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	152	0	0																	
44134	0	0	0	0	0	696	4312	0	245	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	1067	0	0	LOC Fees	Origination fees on MLHFS		Loan Expense													
44433	0	0	0	0	0	0	0	0	162	127	72	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0				Professional Services & Audit Fees	Computer Maintenance Expense	Software Expense											
44602	0	0	0	0	0	6255	3547	19297	10740	10149	12966	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	Foreign Exchange	Securities Lending	Reimbursable Expense	Purchased Services and Systems	Joint Venture Reimbursements	Travel & Entertainment $2,599 / Intercompany Expense $10,367											
44741	84	0	0	0	0	123	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	54	141	62	0	Debit Card Fees			Debit Card Processing Fees													
44750	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0																	
44929	9	0	13	6	2	0	0	0	30	20	0	0	0	0	0	0	0	0	0	0	0	false	12	0	0	3	0	2	3	48	7	0				Franchise Tax	Exam & Assessment												
45038	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	26	0	0				audit, tax, & accounting fees													
45047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	19	0	0	43	20	0																	
45056	8	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	3	0	0	0	0	7	2	21	4	0																	
45430	0	0	0	0	0	0	0	0	31	22	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	39	0	0				Audits & Examinations	ATM Expenses												
45458	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	2	0	0	0	0	2	0	0	2	0																	
45551	157	0	29	10	11	54	0	0	40	58	56	0	0	0	0	0	0	0	0	0	0	false	46	0	0	10	80	58	78	0	96	0	Merchant Income			Correspondent Service Charges	Miscellaneous Outside Services	Merchant Expenses											
45560	214	0	0	0	0	137	160	0	224	110	0	0	0	0	0	0	0	0	0	0	0	false	0	-1189	0	0	98	0	0	187	0	0	Broker Origination Fees	Trading Revenue		Professional Services	Computer Software										Due to early adoption of FAS 159 & FAS 157		
45627	1351	0	0	0	0	1538	0	0	2648	0	0	0	0	0	0	0	0	0	0	4272	0	true	0	0	0	0	1166	0	0	1790	0	0	Debit Card fee income			Professional Services								Merger with GBC treated as pooling of interests effective January 1, 2007		Merger of Gwinnett Banking Company into the Bank on March 1, 2007. Merger treated as polling of interests effective January 1, 2007.			
45775	33	0	21	0	0	0	0	0	24	24	0	0	0	0	0	0	0	0	0	0	0	false	0	-12	0	0	25	0	0	86	0	0				Def  Comp Exp. Officers	Audit & Acctg Service										Bonus Expense		
46053	0	0	0	36	0	0	0	0	34	37	34	0	0	0	0	0	0	0	0	0	0	true	0	0	0	0	0	28	0	0	0	0				maintainance contracts	donations	other r.e. exp.								Additional from RI-E2. Loss on other R.E. 100 Ammended schedule RI. Amount located previously on line 5e in error, changed correctly to line 5f.			
46941	0	0	0	0	0	0	0	0	33	20	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	22	0	95	0	0				Deposits and Franchise Tax	Examination/Aduit												
47153	4	0	0	3	0	0	0	0	4	3	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	12	0	0				Equipment maintanence and repair	Exam Expense												
