"IDRSSD"	RIAD0497	RIAD4042	RIAD4136	RIAD4141	RIAD4146	RIAD4461	RIAD4462	RIAD4463	RIAD4464	RIAD4467	RIAD4468	RIAD4469	RIAD4486	RIAD4487	RIAD4488	RIAD4489	RIAD4491	RIAD4498	RIAD4499	RIAD4521	RIAD4522	RIAD4769	RIAD8403	RIADB526	RIADB527	RIADC013	RIADC014	RIADC015	RIADC016	RIADC017	RIADC018	RIADF229	RIADF555	RIADF556	RIADF557	RIADF558	RIADF559	TEXT4461	TEXT4462	TEXT4463	TEXT4464	TEXT4467	TEXT4468	TEXT4469	TEXT4487	TEXT4489	TEXT4498	TEXT4499	TEXT4521	TEXT4522	TEXT4769	TEXTB526	TEXTB527	
22936	106	0	52	58	99	59	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	false	29	0	0	0	0	0	0	162	30	0	56	26	0	47	32	Mortgage Fees			Expense on Other Real Estate Owned													
22954	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0				LOSS ON SALE OF OREO													
23036	0	0	0	87	340	0	0	0	60	166	0	0	0	0	0	0	0	1838	0	0	0	false	0	0	0	15	0	0	54	538	0	0	135	0	0	0	0				ORE Expenses	Unfunded Commitment Reserve					Capital Infusion from Synovus Financial Holding Co.							
23045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																	
23241	0	0	0	584	950	343	117	197	1602	690	3846	0	0	0	0	0	0	40000	0	0	0	false	475	0	0	0	690	0	290	0	0	0	1257	0	703	459	490	Rent - equipment leased	Credit card fee income	Mortgage loan rate locks	OREO expense	Low income housing project operating losses	Loan expense				Capital infusion							
23456	0	0	0	0	26	193	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Origination Fees			Service Charges													
23504	156	0	54	115	279	102	24	207	116	0	62	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	19	20	114	0	0	116	93	73	98	66	Merchant Income	Wire Transfer	Title Insurance Brokers Fees	System Services		Insurance Expense											
23540	0	0	0	0	63	0	0	0	37	0	32	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	Mortgage Servicing Release Fees			Outside Services	Debit Check Card Expense	Correspondent Bank Fees											
23643	0	0	0	0	0	0	0	0	36	58	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	27	0	0	0	0	25	0	0	0				ORE	Provision for Fed, State, Other												
23755	50	0	0	55	26	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	Debit Card																
23812	258	0	64	353	413	13	0	0	234	155	0	0	0	0	0	0	0	0	0	-162	0	false	83	240	0	0	0	0	0	586	169	0	0	241	400	312	343	Bank Offered Life Insurance			Shares Tax Expense	Insurance Expense							Unfunded Commitments			Cumulative Effect of Mortgage Servicing Rights		
24006	57	0	102	0	122	0	0	0	46	112	32	0	0	0	0	0	0	0	0	0	0	false	67	0	0	0	0	0	50	70	62	0	0	66	29	0	62				Contributions	Other Operating Exp/Misc Expense	Insurance Other than Bank Building											
24453	33	0	0	0	62	487	0	0	47	54	-52	0	0	0	0	0	0	500	0	0	0	false	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	referral fee income			CDARS Fee Expense	Software Expense	Unrealized gain on interest rate lock commitments				capital contribution							
24659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																	
24668	69	12	47	0	26	3	2	0	34	18	7	0	0	0	0	0	0	0	0	0	0	false	19	0	0	12	0	9	21	18	19	0	2	13	9	23	25	Wire Transfer Fees	Collection Fees		Software maintenance	Service charges	Travel											
24855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	-11	0	0	0	0	0	0	0	0	0	0	0	0	0															TAX ACCOUNTING		
24949	53	0	48	168	164	0	0	0	47	177	51	0	0	0	0	0	0	0	0	693	0	true	72	0	0	0	33	0	0	0	94	0	33	0	0	0	72				Correspondent Bank Charges	Loan / Collection Expense	OCC Assessments						State Bank of Viroqua merged into The Baraboo National Bank on March 7, 2009		The State Bank Viroqua merged into The Baraboo National Bank of March 7, 2009.			
25357	34	2	2	4	145	88	17	0	44	109	0	0	0	0	0	0	0	0	0	0	0	false	9	0	0	3	0	3	0	33	18	0	0	0	0	0	0	Computer Service	Misc.		Fees	Misc.												
25647	4	0	12	71	55	18	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	4	4	48	0	0	0	0	0	0	0	Loan Service Charge, Late Fees, Release Fees	Land Trust Fees															
26149	11	0	13	3	2	0	0	0	9	6	7	0	0	0	0	0	0	0	0	0	0	false	5	0	0	3	0	3	1	9	9	0	0	0	0	0	0				INTERNET EXPENSE	TELEPHONE EXPENSE	CORRESPOND BANK SERVICE CHG											
26242	46	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	30	0	0	0	97	32	100	0	33	0	15	36	0	66	58																	
26457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																	
26765	84	0	0	65	33	0	0	0	0	0	0	0	0	0	0	0	0	1500	0	0	0	true	0	0	0	0	0	0	0	141	33	0	0	0	38	0	115										Excess funds from inital capitalization				To correctly reflect capital stock as $5.00 par. To reclassify the amount included in the Accumulated OCI for the defined pension plan from RC-R #2 to RC-R #4.			
26859	57	0	0	73	79	0	0	0	51	29	41	0	0	0	0	0	0	0	0	0	0	false	27	0	0	0	0	33	29	133	0	0	0	36	0	0	91				LOAN EXPENSE	OTHER INSURANCE EXPENSE	ORE EXPENSE											
26916	62	0	0	0	115	64	0	0	627	207	0	0	0	0	0	0	0	0	0	362	0	false	46	0	0	0	0	0	0	78	40	0	169	31	0	36	77	FFA Income - Investment Management and Trust Services			Management Fees	FFA Expense												
27548	105	2	53	15	80	3	0	0	20	0	0	0	0	0	0	0	0	8000	0	0	0	false	65	257	0	22	74	12	33	441	111	-141	259	29	82	178	58	gain on mokrtgage derivatives			transportation						capital injection from Parent Company					Cumulative effect of the FAS 157 OTTI changes effective 1/1/2009		
27614	30	0	-74	0	83	0	0	0	48	46	95	0	0	0	0	0	0	0	0	0	0	false	71	0	0	0	45	0	0	181	45	0	128	52	0	0	55				LOAN EXPENSE	ORE EXPENSE	OTHER TAXES											
27847	112	0	27	13	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	42	0	0	9	15	0	92	55	95	11	0	18	0	69	56																	
28152	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																	
28255	27	0	29	0	0	29	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Mortgage origination fees	Debit card fees															
28349	15	5	7	4	29	-12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	13	0	0	4	0	1	3	3	18	0	12	0	4	11	32	GMC INCOME																
28406	101	0	43	0	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	57	0	0	0	505	0	64	199	36	0	67	70	0	71	0																	
28572	0	59	0	0	24	0	0	0	66	0	0	0	0	0	0	0	0	50	0	0	0	false	0	0	0	0	0	0	0	25	0	0	0	25	0	0	0				REO expense						Primary shareholders infused capital							
28732	0	0	0	0	0	15	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	Secondary Market Fees			Benefit Plan exp													
29104	130	0	67	26	365	30	0	0	84	0	0	0	0	0	0	0	0	8000	0	0	0	false	45	0	0	19	218	19	106	215	68	0	0	60	90	61	108	L/C FEE INCOME/CDARS FEE INCOME			CDARS TRANSACTION FEE						TRANSFER OF TARP FROM PARENT TO BANK							
29252	0	35	0	0	33	44	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	false	10	0	0	0	13	0	11	92	11	0	14	9	0	0	10	Debit Card Income			Correspondent Fees													
29636	172	0	0	0	101	59	28	0	93	75	58	0	0	0	0	0	0	0	0	0	0	false	90	0	0	0	181	0	0	0	125	0	214	102	0	113	140	Mortgage Loan Department Income	Non-customer check cashing fee		Travel & Convention	Serp Plan Exp	Loan Collection Expense											
29850	10	0	9	16	23	6	7	0	6	8	22	0	0	0	0	0	0	0	0	0	0	false	7	0	0	1	15	10	21	58	12	0	2	16	0	14	2	Committment Fees Mortg Loans	Exchange		Insurance & Bond Expense	Freight & Courier	Misc Expense											
29944	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	135	0	0	0	38	71	28	0																	
29953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0																	
30052	8	0	4	3	0	50	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	5	0	0	1	0	1	4	34	4	0	0	5	4	13	4	Preminum Fees	Origination Fees															
30258	113	0	0	145	282	0	0	0	0	0	0	0	0	0	0	0	0	4000	0	0	0	false	67	0	0	0	45	0	199	0	81	0	0	0	0	98	57										CAPITAL CONTR. FROM HOLDING CO.							
30418	87	0	0	10	51	0	0	0	-929	37	0	0	0	0	0	0	0	0	0	0	0	false	39	0	0	0	0	0	0	137	0	0	0	54	33	0	0				CPI embedded derivative unrealized gain	Travel and Entertainment												
30502	267	0	0	152	185	31	0	0	201	143	0	0	0	0	0	0	0	5000	0	0	0	true	63	0	0	25	0	24	33	0	0	0	193	66	56	83	111	Cash management fee income			Software maintenance, software expense & software amortization	Outsourced professional fees					Downstream of capital from holding company				Schedule RI-A line 10 includes a $577,000 adjustment due to the adoption of FSP FAS 115-2 and FAS 124-2.			
30650	0	23	0	70	98	22	47	0	129	0	0	0	0	0	0	0	0	0	0	0	0	false	15	0	0	0	0	7	0	70	14	0	0	37	12	0	0	fed adj	data processing		oreo													
30810	0	0	0	0	0	184753	89543	0	401977	13703	0	0	0	0	0	0	0	1224558	0	0	0	false	0	0	0	0	0	0	0	0	0	0	48642	0	0	0	0	Legal settlement	Net credit card fee income		Servicing fees paid to affiliates	Fraud losses					Capital contribution							
31134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	123	25	0	0	27	0	0	0																	
31255	0	0	50	0	87	0	0	0	0	0	0	0	0	0	0	0	0	5800	0	0	0	false	0	0	0	0	74	0	0	60	43	0	0	0	0	0	0										Capital injection							
31657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	31	91	0	0	0	0	0	0	0																	
31826	0	0	47	0	69	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	41	0	52	0	0	31	0				Other Taxes													
31835	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	80	0	0	0	0	0	0	32	0	0	0																	
32234	12	0	8	7	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	0	0	0	2	3	44	9	0	11	6	0	1	0																	
32766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0																	
33147	34	0	0	44	227	159	250	0	30	44	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	25	0	102	34	0	0	41	0	0	40	Data Processing Fees	Insurance Settlement		Internet / Network Expenses	Loan Expenses												
33259	0	0	0	120	377	283	0	0	214	120	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	170	0	0	62	0	0	57	0	Affiliate Bank Data Processing Services			OREO Expenses	Charitable Contributin Expense												
33268	26	0	8	1	24	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	15	0	0	0	0	0	38	20	11	0	0	14	17	29	9	MORTGAGE LOAN FEES																
33549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	-5	0	0	0	0	0	40	0	0	0	0	0	0	0															Depreciation adjustment		
33727	0	0	0	32	77	0	0	0	50	47	160	0	0	0	0	0	0	0	0	0	0	false	79	0	0	0	57	39	98	136	36	0	0	30	70	0	103				PC Banking expenses	Public Relations	Dues & Subscriptions, Miscellaneous expenses and Travel											
33754	0	0	8	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	5	0	0	0	0	5	1	0	11	0	0	0	0	0	0																	
33839	1	0	7	1	1	1	1	0	14	2	2	0	0	0	0	0	0	0	0	0	0	false	2	0	0	1	0	3	5	26	5	0	3	3	0	1	1	Miscellaneous	CD Interest Penalty		Miscellaneous	State Call Report Fee	Schools and Conferences											
33857	11	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0										Capital infusion (paid up capital)							
34153	0	0	0	393	467	325	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Financial Monitoring, Processing, Servicing											Adjust the Allowance for Off-Balance Sheet Credit Exposure					
34359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0																	
34425	0	0	0	0	51	162	0	0	32	39	120	0	0	0	0	0	0	0	0	0	0	false	38	0	0	0	0	0	51	83	29	0	0	0	0	0	39	ViISA Misc Income			Debit Card Expense	Bank Franchise Tax	Visa Processing Expense											
34434	18	0	10	26	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	17	0	0	0	0	0	38	65	0	0	0	0	0	0	0																	
34452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0																First National Insurance Adjustment	
34537	467	0	0	901	877	125	536	0	247	0	0	0	0	0	0	0	0	15000	0	0	0	false	0	0	0	79	0	88	135	1891	223	0	608	0	220	0	484	Loan Late Fees	Merchant Income		Insurance Expense						Investment of $15,000,000 in Seacoast National by Seacoast Banking Corp							
34555	7	29	19	4	6	0	0	0	46	8	0	0	0	0	0	0	0	0	0	0	0	false	17	0	0	3	41	0	14	47	13	0	5	6	1	0	4				Deferred Compensation & Insurance Expense	Donations												
34742	31	30	0	0	73	26	25	0	65	88	29	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	45	9	82	42	33	0	0	30	92	0	0	Loan Preparation Fees	Mortgage Sub Underwriting Fees		Bank Owned Life Insurance	Other Real Estate Expenses	Software Depreciation											
34836	0	0	4	3	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	false	2	0	0	0	0	0	0	13	0	0	0	0	0	4	0				EXAM FEES	BLANKET BOND	RE YAX											
34863	3	0	5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	2	0	0	0	0	0	0	28	8	0	0	15	2	6	6																	
35057	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	20	59	0	0	0	0	48	0	0																	
35301	0	0	0	0	12168	71662	44011	31521	124213	65550	41800	0	0	0	0	0	0	-50186	0	-100	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33993	Accounting services outsourcing	Service agreement fees from affiliates	Trade execution services fees	Transaction processing services	Contract services fees	Professional services fees				Tax expense related to equity-based compensation		adjustment for intergration of discontinued IBT loan system					
35570	640	0	273	0	1800	0	0	0	268	0	0	0	0	0	0	0	0	340	2570	0	0	false	0	0	0	0	256	0	78	1113	283	0	140	223	0	0	0				Insurance Premiums						ESOP Allocation	Equity Plans						
35646	4	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	4	0	0	0	7	6	1	19	3	0	0	3	0	0	5																	
35842	16	0	6	13	19	63	0	0	10	0	0	0	0	0	0	0	0	134	300	0	0	false	8	0	0	0	8	3	7	98	14	0	0	8	6	3	18	FNMA PREMIUM/DISCOUNT			CORRESPONDENT BANK FEES						INCOME TAX BENEFIT TRANSFERRED FROM HOLDING CO.BACK TO BANK	CAPITAL INVESTMENT BY HOLDING CO. IN BANK						
36054	175	0	0	0	488	1429	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	141	0	0	279	0	0	955	119	MERCHANT DISCOUNT INCOME			INCOME SHARED WITH OTHERS - MERCHANT													
36344	43	0	0	0	124	0	0	0	52	52	44	0	0	0	0	0	0	-150	0	0	0	false	30	0	0	0	69	0	53	183	28	0	80	0	0	0	0				Contractual Services	Fiserv Debit Card Expense	Insurance Expense				Cash contriubtion to Holding Company							
36456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0																	
36858	0	0	0	58	0	75	31	131	140	32	57	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	227	0	0	0	0	0	0	31	Debit/ATM Card Fees	Merchant Program Fees	Mortgage Broker Fees	Holding Co Mngmt Fees	Debit Card Expense	Affiliate Service Charges											
36933	0	0	0	0	0	0	0	0	25	35	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0				Computer Expense	Image Expense												
37051	0	0	0	16	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	13	0	0	11																	
37341	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																	
37350	2	0	0	8	13	1	0	0	7	3	2	0	0	0	0	0	0	0	0	0	0	false	2	0	0	0	0	5	0	33	3	0	0	3	10	0	3	EXCHANGE			OTHER REPOSSESSED ASSETS EXPENSE	STATE ASSESSMENTS	OTHER REAL ESTATE EXPENSE											
37378	0	0	0	0	0	49	0	0	34	34	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MERCHANT VISA FEE			MERCHANT VISA EXPENSE	B&O TAXES												
37435	81	0	59	14	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	103	0	0	0	0	65	145	388	172	0	85	55	202	187	12																	
37640	288	0	0	207	335	0	0	0	123	263	0	0	0	0	0	0	0	0	0	0	0	false	90	0	0	55	183	0	75	357	135	0	299	81	189	0	165				Loan Collection Expense	Insurance Expense												
37659	2	0	3	2	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	5	0	0	1	0	1	1	11	8	0	1	7	6	0	3																	
37743	10	0	17	19	41	22	12	0	12	8	16	0	0	0	0	0	0	0	0	0	0	false	6	0	0	1	0	3	12	72	13	0	0	2	0	0	2	Other Loan Fee Income	Other Commissions, Service Charges, and Fees		Investment & Correspondent Bank Fees	Dues, Subscriptions, Eduction & Meals	Courier, Insurance, Secondary Market & Other Fees											
37949	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	57	0	0	94	0	0	0	0	0	0	0				Other Real Estate expense													
38535	33	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	41	0	0	0	107	0	29	100	54	0	98	33	33	0	37																	
38740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	40	0	0	57	0	0	0	27																	
39327	0	0	29	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	false	37	0	0	0	43	0	29	72	34	0	89	0	0	79	0				State Bank Commissioner assessment													
39420	226	0	0	0	313	0	0	0	221	0	0	0	0	0	0	0	0	0	0	0	0	false	131	0	0	0	163	0	144	189	143	0	388	211	164	0	197				Ohio Franchise Tax													
39475	0	0	0	316	3475	977	0	0	287	0	0	0	0	0	0	0	0	0	0	0	0	false	226	0	0	0	250	0	0	0	0	0	203	0	460	370	226	B & O tax refund			ORE expense													
39756	133	0	33	0	185	26	26	88	0	0	0	0	0	0	0	0	0	1000	0	0	0	false	0	0	0	0	25	0	0	31	0	0	53	0	0	65	33	lease rental income	pbi serv fee	other operating income							Other Trans with Parent Company							
40033	6	0	7	27	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	8	0	0	0	22	10	35	0	15	0	0	13	34	20	17																	
40350	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				Management Fees													
40707	0	0	28	0	35	0	0	0	64	31	29	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	54	55	0	0	37				ATM Processing Fees	Oreo Expense	CDI Amort - Springfield											
40855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																	
41245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																	
41553	5	0	1	0	2	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	false	3	0	0	1	0	3	9	8	18	0	15	4	0	12	6				Oklahoma State Banking Dept.													
41629	0	0	26	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	26	0	0	0	0	30	29				Professional Fees													
41647	0	0	0	0	314	126	0	0	1648	135	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	35	0	27	63	345	0	0	219	0	0	0	0	Net gain from termination of derivative instruments			First Banking Center, Inc Adminstration Fees	Repossessed property expense												
41759	1	0	3	9	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	2	0	0	0	0	2	1	0	4	0	0	0	0	0	0																	
41825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	26	0	0	0	0	40	0	0	45	0																	
41937	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																	
41955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																	
42037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0																	
42055	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0																	
42354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	46	0	0	0	26	0	0	0																	
42420	0	0	0	0	1521	690	493	0	2273	2547	2900	0	0	0	0	0	0	-1	0	0	0	true	0	4223	0	298	1138	0	212	992	0	0	1896	0	0	0	0	Letter of Credit fees	Swap fee income		Interco Prof services	Interco Banking services	Interco Data Processing				Net income(loss) attributable to noncontrolling minority interest				Contributions $633, Collection & Repo Exp $901, Deposit Value Amort $697, Pa Shares Tax $1325, Other Prof Fees $549	Cumulative effect for adj of adoption of FSP FAS 115-2		
42448	58	0	56	0	288	55	25	0	36	46	0	0	0	0	0	0	0	0	0	-34	0	false	62	0	0	0	0	0	66	105	89	0	138	0	48	116	38	Secondary market loan origination fees	Consumer loan processing fees		OCC ASSESSMENT	Federal Reserve and other bank charges							Reclassify off-balance sheet allowance					
42457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																	
43052	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0																	
43155	107	0	45	0	87	82	127	0	128	667	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	51	0	0	0	0	0	0	69	0	0	Net debit card income	Loan related fees		Loan and collection expense	Holding company management fees												
43173	0	95	0	951	3114	312	940	-4159	2592	10643	3440	0	0	0	0	0	0	-383	0	0	0	true	0	0	0	0	163	391	0	0	0	0	117	2851	0	0	0	Wire Fees	Trade Fees	See breakdown on line 7	Service Bureau Costs	REO Foreclosure Exp	Provision for Unfunded Commitments				Capital Contribution				Breakdown of line 1J: Equity Gain/Loss Other Invest, (1,339) FX Gain/Loss Transaction, (1,063) Other Income/Fees, (1,757)			
43351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																	
43454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																	
43511	0	0	45	0	120	48	0	0	58	47	89	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	108	0	0	404	0	0	155	0	111	0	0	Merchant Program Commissions			Other Services	Comptroller Assessment	PA Shares Tax											
43744	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0																	
43856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0																	
43959	0	0	0	0	38	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0				Debit Card Expenses													
44040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	-66	0	0	0	0	149	0	0	0	0	0	0	0																Boli Adjustment	
44134	0	0	0	256	738	723	202	0	318	151	654	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	1364	0	0	553	0	0	0	0	Other Service Charges	Foreign Exchange Income		Other Management Fees	Service Fees on Credit Cards	Miscellaneous Expense											
44433	0	0	40	67	122	0	0	0	68	59	45	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	159	0	0	0	44	228	0	57				FGN OFFICE - MONTHLY EXPENSE	REO Expenses	Loan Expenses											
44741	61	0	31	0	30	13	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	false	45	0	0	25	0	49	67	166	81	0	167	37	40	0	70	Customer Service Fees			Debit Card Processing													
44750	0	0	0	0	123	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				ORE expense													
44929	15	0	14	6	39	0	0	0	32	187	0	0	0	0	0	0	0	181	0	0	0	false	16	0	0	9	0	2	7	11	24	0	53	16	0	45	35				Franchise Tax	FHLB Pre-payment penaty					Dividend back to Bank from Holding Co							
45038	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0																	
45047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0																	
45056	10	0	6	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	4	0	0	1	0	7	2	26	3	0	8	7	0	1	5																	
