"IDRSSD"	FDIC Certificate Number	OCC Charter Number	OTS Docket Number	Primary ABA Routing Number	Financial Institution Name	Financial Institution Address	Financial Institution City	Financial Institution State	Financial Institution Zip Code	Financial Institution Filing Type	Last Date/Time Submission Updated On
26242	18979	20412	11232	82901033	FIRST NATIONAL BANK AND TRUST COMPANY OF MOUNTAIN HOME	502 HICKORY STREET 	MOUNTAIN HOME	AR	72653	041	2005-08-08T16:16:33
26457	16423	0	0	101918279	LA MONTE COMMUNITY BANK	201 EAST HIGHWAY 50 	LA MONTE	MO	65337	041	2005-08-08T16:16:33
26756	10563	0	16678	91208002	JASPER STATE BANK	121 W. WALL ST. 	JASPER	MN	56144	041	2005-08-08T16:16:33
26765	3405	12462	12836	114912589	FIRST NATIONAL BANK OF REFUGIO, THE	111 EAST PLASUELA 	REFUGIO	TX	78377	041	2005-08-08T16:16:33
26859	17325	14703	11176	113001035	OMNIBANK NATIONAL ASSOCIATION	4328 OLD SPANISH TRAIL 	HOUSTON	TX	77021	041	2005-08-08T16:16:33
26916	22837	16773	11954	31100461	DELAWARE NATIONAL BANK	ROUTE 113 & EDWARDS STREET 	GEORGETOWN	DE	19947	041	2005-08-08T16:16:33
27548	14078	0	11465	275971854	BLACKHAWK STATE BANK	400 BROAD STREET P O BOX 719	BELOIT	WI	53511	041	2005-08-08T16:16:33
27614	10663	0	10317	41208719	ANDOVER BANK, THE	PUBLIC SQUARE 	ANDOVER	OH	440030519	041	2005-08-08T16:16:33
27838	17917	0	16025	71922887	HERITAGE BANK	195 WEST JOE ORR ROAD 	CHICAGO HEIGHTS	IL	60411	041	2005-08-08T16:16:33
27847	1527	0	14755	82904056	DIAMOND STATE BANK	319 EAST MAIN STREET 	MURFREESBORO	AR	71958	041	2005-08-08T16:16:33
28013	28710	0	2197	226071457	NORTHFIELD SAVINGS BANK	1731 VICTORY BLVD 	STATEN ISLAND	NY	10314	041	2005-08-08T16:16:33
28152	11415	0	9481	91908179	STATE BANK OF KIMBALL	HWY 15 	KIMBALL	MN	55353	041	2005-08-08T16:16:33
28255	3095	4238	15325	114902777	FIRST NATIONAL BANK OF BEEVILLE, THE	1400 E HOUSTON ST 	BEEVILLE	TX	781040160	041	2005-08-08T16:16:33
28349	91	0	16437	82902579	ALLIED BANK	311 MAIN STREET 	MULBERRY	AR	72947	041	2005-08-08T16:16:33
28406	90160	0	14800	211073981	HYDE PARK SAVINGS BANK	1196 RIVER STREET 	BOSTON	MA	02136	041	2005-08-08T16:16:33
28572	32284	0	8092	242071088	COLUMBIA SAVINGS BANK, THE	411 LUDLOW AVENUE 	CINCINNATI	OH	45220	041	2005-08-08T16:16:33
28732	1475	0	0	64102384	PEOPLES BANK & TRUST COMPANY	117 WEST MAIN STREET 	MANCHESTER	TN	37355	041	2005-08-08T16:16:33
29104	6431	12425	0	21205648	UNION CENTER NATIONAL BANK	2455 MORRIS AVENUE 	UNION	NJ	07083	041	2005-08-08T16:16:33
29159	522	0	0	102300996	UNION STATE BANK	612 PINE STREET 	UPTON	WY	82730	041	2005-08-08T16:16:33
29252	4713	3033	9070	101100100	MIDAMERICAN BANK AND TRUST COMPANY, NATIONAL ASSOCIATION	401 DELAWARE 	LEAVENWORTH	KS	66048	041	2005-08-08T16:16:33
29636	12204	0	10889	65302154	CITIZENS BANK OF PHILADELPHIA, THE	521 EAST MAIN STREET 	PHILADELPHIA	MS	39350	041	2005-08-08T16:16:33
29850	3100	0	0	111902275	FIRST TEXAS BANK	300 E 1ST 	BELTON	TX	76513	041	2005-08-08T16:16:33
29944	5627	0	0	82904085	PINE STATE BANK	140 FIRST STREET 	KINGSLAND	AR	71652	041	2005-08-08T16:16:33
29953	10650	0	9367	104910274	HOME STATE BANK	218 MAIN STREET 	LOUISVILLE	NE	68037	041	2005-08-08T16:16:33
30025	4853	6606	16986	55001766	FIRST NATIONAL BANK OF ST. MARY'S AT LEONARDTOWN, THE	41615 PARK AVE 	LEONARDTOWN	MD	20650	041	2005-08-08T16:16:33
30052	26658	20508	17103	111316829	BIG LAKE BANK, NATIONAL ASSOCIATION	1300 2ND STREET 	BIG LAKE	TX	76932	041	2005-08-08T16:16:33
30146	21746	17945	10846	82901457	CITIZENS NATIONAL BANK OF NASHVILLE	420 SOUTH MAIN STREET 	NASHVILLE	AR	71852	041	2005-08-08T16:16:33
30155	5431	0	10947	104102260	SHERMAN COUNTY BANK	734 O STREET 	LOUP CITY	NE	68853	041	2005-08-08T16:16:33
30258	15275	0	13818	91806378	RIVERBANK, THE	304 CASCADE STREET 	OSCEOLA	WI	54020	041	2005-08-08T16:16:33
30418	27041	0	0	231275882	COLLEGE SAVINGS BANK	5 VAUGN DRIVE 	PRINCETON	NJ	085406313	041	2005-08-08T16:16:33
30502	14240	0	9534	11700425	BERLIN CITY BANK, THE	9 MAIN STREET PO BOX 9	BERLIN	NH	03570	041	2005-08-08T16:16:33
30650	8193	0	11639	91008299	STATE BANK OF LONG LAKE	1964 W. WAYZATA BLVD. 	LONG LAKE	MN	55356	041	2005-08-08T16:16:33
30810	5649	0	0	31100649	DISCOVER BANK	100 WEST MARKET STREET PO BOX C	GREENWOOD	DE	19950	041	2005-08-08T16:16:33
30856	24093	0	10487	103002772	NBANC	13401 NORTH PENNSYLVANIA 	OKLAHOMA CITY	OK	73120	041	2005-08-08T16:16:33
31134	2160	7899	11878	61202245	FIRST NATIONAL BANK OF WAYNESBORO, THE	626 LIBERTY ST 	WAYNESBORO	GA	30830	041	2005-08-08T16:16:33
31152	8215	0	14914	91908315	STATE BANK OF LORETTO	699 N. MEDINA ST. 	LORETTO	MN	55357	041	2005-08-08T16:16:33
31255	17612	0	15662	113001077	CENTRAL BANK	11201 CLAY ROAD @ SAM HOUSTON BELTWAY 	HOUSTON	TX	77043	041	2005-08-08T16:16:33
31303	12525	0	0	21200407	TRUST COMPANY OF NEW JERSEY, THE	35 JOURNAL SQUARE 	JERSEY CITY	NJ	07306	041	2005-08-08T16:16:33
31657	11904	0	0	111909443	FIRST STATE BANK OF BEN WHEELER, TEXAS	MAIN STREET 	BEN WHEELER	TX	75754	041	2005-08-08T16:16:33
31826	6863	9924	14630	51403818	POWELL VALLEY NATIONAL BANK	68 EAST MAIN STREET 	JONESVILLE	VA	24263	041	2005-08-08T16:16:33
31835	8243	0	9803	65302675	BANK OF ANGUILLA	101 HOLLAND STREET 	ANGUILLA	MS	38721	041	2005-08-08T16:16:33
32159	26541	20416	10919	111916591	CITIZENS NATIONAL BANK	6002 SOUTHWEST BLVD. 	BENBROOK	TX	76109	041	2005-08-08T16:16:33
32234	3639	1926	0	71103952	FIRST NATIONAL BANK AND TRUST COMPANY	400 SOUTH SIDE SQUARE 	CLINTON	IL	61727	041	2005-08-08T16:16:33
32766	21693	16357	0	111906048	LAKESIDE NATIONAL BANK	2805 RIDGE ROAD 	ROCKWALL	TX	750875516	041	2005-08-08T16:16:33
33147	1027	0	16010	84101051	FARMERS BANK AND TRUST COMPANY	400 WEST MAIN STREET 	BLYTHEVILLE	AR	72315	041	2005-08-08T16:16:33
33259	21714	0	11890	96005093	PREMIER BANK	2866 WHITE BEAR AVE. 	MAPLEWOOD	MN	55109	041	2005-08-08T16:16:33
33268	1213	0	0	111307485	ROSCOE STATE BANK, THE	117 CYPRESS STREET 	ROSCOE	TX	79545	041	2005-08-08T16:16:33
33549	12787	0	0	75904542	BLACK EARTH STATE BANK	1039 MILLS STREET 	BLACK EARTH	WI	53515	041	2005-08-08T16:16:33
33727	18115	23430	0	55003214	MARYLAND BANK & TRUST COMPANY, NATIONAL ASSOCIATION	46930 SOUTH SHANGRI LA DRIVE 	LEXINGTON PARK	MD	20653	041	2005-08-08T16:16:33
33754	10712	0	0	114918143	FARMERS STATE BANK	VAUGHAN & GRANGE 	BERTRAM	TX	78605	041	2005-08-08T16:16:33
33772	30307	0	5143	321170020	PLACER SIERRA BANK	949 LINCOLN WAY 	AUBURN	CA	95603	041	2005-08-08T16:16:33
33839	10075	0	0	71112354	PEOPLES STATE BANK	101 SOUTH MAIN STREET 	COLFAX	IL	61728	041	2005-08-08T16:16:33
33857	15545	0	15948	104913381	BANK OF MADISON, THE	301 SOUTH MAIN 	MADISON	NE	68748	041	2005-08-08T16:16:33
34153	20843	0	0	96000603	AMERICAN BANK OF SAINT PAUL	1578 UNIVERSITY AVENUE WEST 	SAINT PAUL	MN	55104	041	2005-08-08T16:16:33
34359	5436	8400	16689	104907960	FIRST NATIONAL BANK OF MARQUETTE	402 MARQUIS AVENUE 	MARQUETTE	NE	68854	041	2005-08-08T16:16:33
34425	11200	0	16871	51403850	BANK OF LANCASTER	100 MAIN STREET 	KILMARNOCK	VA	22482	041	2005-08-08T16:16:33
34434	22081	0	15636	65302468	MAGNOLIA STATE BANK	15 EAST 6TH AVENUE 	BAY SPRINGS	MS	39422	041	2005-08-08T16:16:33
34452	5358	10489	0	91508317	FIRST NATIONAL BANK OF PARK FALLS, THE	2ND & DIVISION 	PARK FALLS	WI	54552	041	2005-08-08T16:16:33
34537	131	14838	15273	67005158	FIRST NATIONAL BANK AND TRUST COMPANY OF THE TREASURE COAST	U.S. 1 & COLORADO AVE. 	STUART	FL	33494	041	2005-08-08T16:16:33
34555	14695	0	0	81507014	MACON-ATLANTA STATE BANK	1513 NORTH MISSOURI STREET 	MACON	MO	63552	041	2005-08-08T16:16:33
34742	13083	0	14048	82901952	FIRST WESTERN BANK	80 WEST MAIN STREET 	BOONEVILLE	AR	72927	041	2005-08-08T16:16:33
34836	11297	0	0	61104204	WOODBURY BANKING COMPANY, THE	123 JONES MILL RD 	WOODBURY	GA	30293	041	2005-08-08T16:16:33
34863	5503	0	0	111907924	FIRST BANK, ROXTON, TEXAS, THE	210 HARRISON STREET 	ROXTON	TX	75477	041	2005-08-08T16:16:33
35057	1946	0	11748	81506390	COMMUNITY FIRST BANK OF MISSOURI	101 EAST BROADWAY 	MADISON	MO	65263	041	2005-08-08T16:16:33
35244	1749	0	12784	82903044	COMMUNITY BANK	ONE CITY PLAZA 	CABOT	AR	72023	041	2005-08-08T16:16:33
35301	14	0	0	11000028	STATE STREET BANK AND TRUST COMPANY	225 FRANKLIN STREET PO BOX 351	BOSTON	MA	02110	031	2005-08-08T16:16:33
35570	28892	0	2573	221272031	INVESTORS SAVINGS BANK	249 MILLBURN AVE 	MILLBURN	NJ	07041	041	2005-08-08T16:16:33
35646	11235	0	13510	75904597	BONDUEL STATE BANK	130 NORTH CECIL STREET 	BONDUEL	WI	54107	041	2005-08-08T16:16:33
35842	10868	0	13591	81226298	PREMIER BANK OF JACKSONVILLE	1604 WEST MORTON AVENUE 	JACKSONVILLE	IL	62650	041	2005-08-08T16:16:33
35851	10333	0	0	114914477	FIRST STATE BANK, THE	203 E MAIN 	BISHOP	TX	78343	041	2005-08-08T16:16:33
35936	9634	0	0	71119849	STATE BANK OF COLUSA	2544 NORTH COUNTY ROAD P O BOX 10	COLUSA	IL	62329	041	2005-08-08T16:16:33
36054	18957	0	10001	103000800	AMERICREST BANK	3333 NORTHWEST EXPRESSWAY 	OKLAHOMA CITY	OK	73112	041	2005-08-08T16:16:33
36344	14736	14260	13918	71103473	PONTIAC NATIONAL BANK	223 NORTH MILL 	PONTIAC	IL	61764	041	2005-08-08T16:16:33
36456	15907	0	16882	104113408	FARMERS STATE BANK	WALNUT & COMMERCIAL STREETS 	MAYWOOD	NE	69038	041	2005-08-08T16:16:33
36830	21437	0	0	64202491	FIRST STATE BANK	2905 MAYNARDVILLE HIGHWAY 	MAYNARDVILLE	TN	37807	041	2005-08-08T16:16:33
36858	22924	0	13856	101003045	PREMIER BANK	15301 WEST 87TH STREET PARKWAY 	LENEXA	KS	66219	041	2005-08-08T16:16:33
36933	19163	0	14828	61101113	FIRST STATE BANK	300 BROAD STREET 	WRENS	GA	30833	041	2005-08-08T16:16:33
37051	13030	0	17745	91809524	PIGEON FALLS STATE BANK	114 S. EKERN STREET 	PIGEON FALLS	WI	54760	041	2005-08-08T16:16:33
37341	21085	0	0	75907743	BANK OF ONTARIO	315 MAIN STREET 	ONTARIO	WI	54651	041	2005-08-08T16:16:33
37350	15288	0	17131	101105448	STATE BANK OF LEBO, THE	11 WEST BROADWAY 	LEBO	KS	66856	041	2005-08-08T16:16:33
37378	18616	17257	17024	125105822	CENTRAL VALLEY BANK, NATIONAL ASSOCIATION	537 WEST SECOND 	TOPPENISH	WA	98948	041	2005-08-08T16:16:33
37435	172	0	10091	61107515	UNITED BANK	400 GRIFFIN STREET 	ZEBULON	GA	30295	041	2005-08-08T16:16:33
37640	17393	0	9936	83904563	GERMAN AMERICAN BANK, THE	711 MAIN STREET 	JASPER	IN	47546	041	2005-08-08T16:16:33
37659	12758	0	15312	103111977	FARMERS STATE BANK, ALLEN, OKLAHOMA	101 EAST BROADWAY 	ALLEN	OK	74825	041	2005-08-08T16:16:33
37743	11607	0	15073	75910400	CALUMET COUNTY BANK	103 NORTH MAIN STREET PO BOX 39	BRILLION	WI	541101126	041	2005-08-08T16:16:33
37949	11711	0	9874	71119289	BANK OF RANTOUL	201 EAST CHAMPAIGN P O BOX 67	RANTOUL	IL	61866	041	2005-08-08T16:16:33
38441	16315	0	13458	71121934	FIRST RIDGE FARM STATE BANK	11 SOUTH STATE STREET 	RIDGE FARM	IL	61870	041	2005-08-08T16:16:33
38478	30319	22865	12336	281271373	FIRST COMMUNITY BANK NATIONAL ASSOCIATION	240 EAST CHESTNUT STREET 	OLNEY	IL	62450	041	2005-08-08T16:16:33
38526	9891	0	8846	43000630	IRON AND GLASS BANK	1114 EAST CARSON ST 	PITTSBURGH	PA	152031187	041	2005-08-08T16:16:33
38535	20685	0	13417	71923750	FIRST UNITED BANK	700 WEST EXCHANGE STREET 	CRETE	IL	60417	041	2005-08-08T16:16:33
38740	13112	0	8907	74912865	OWEN COUNTY STATE BANK	201 WEST MORGAN STREET PO BOX 151	SPENCER	IN	47460	041	2005-08-08T16:16:33
39327	5874	0	0	52101012	CALVIN B. TAYLOR BANKING COMPANY OF BERLIN, MARYLAND	24 NORTH MAIN STREET 	BERLIN	MD	21811	041	2005-08-08T16:16:33
39420	14832	14290	0	41201114	LORAIN NATIONAL BANK, THE	457 BROADWAY 	LORAIN	OH	440521769	041	2005-08-08T16:16:33
39475	22441	0	0	125107037	AMERICANWEST BANK	NORTH 9506 NEWPORT HIGHWAY 	SPOKANE	WA	99218	041	2005-08-08T16:16:33
39756	4032	0	16265	103112523	NBANC	7127 SOUTH RIVERSIDE 	TULSA	OK	74136	041	2005-08-08T16:16:33
39934	11292	16567	13321	61105533	FIRST NATIONAL BANK OF GEORGIA	3559 U.S. HIGHWAY 27 	BUCHANAN	GA	30113	041	2005-08-08T16:16:33
40033	11817	0	17580	65303810	RICHTON BANK & TRUST COMPANY	114 S. FRONT STREET 	RICHTON	MS	39476	041	2005-08-08T16:16:33
40051	14708	0	12566	102000908	UNION BANK & TRUST	100 BROADWAY 	DENVER	CO	80203	041	2005-08-08T16:16:33
40305	14149	0	0	11600062	CHITTENDEN TRUST COMPANY	TWO BURLINGTON SQUARE 	BURLINGTON	VT	05402	041	2005-08-08T16:16:33
40350	10653	0	17697	104908163	MURRAY STATE BANK	102 WEST MAIN STREET 	MURRAY	NE	68409	041	2005-08-08T16:16:33
40707	6209	23137	9179	11701424	CONNECTICUT RIVER BANK, N.A.	242 RIVER STREET 	SPRINGFIELD	VT	05156	041	2005-08-08T16:16:33
40855	10980	0	11844	91207317	EITZEN STATE BANK	118 3RD ST. 	EITZEN	MN	55931	041	2005-08-08T16:16:33
41245	15173	0	0	75906362	FARMERS & MERCHANTS BANK OF ORFORDVILLE	303 SPRING STREET 	ORFORDVILLE	WI	53576	041	2005-08-08T16:16:33
41553	12283	0	0	103101505	FIRST STATE BANK	102 WEST MAIN STREET 	ANADARKO	OK	73005	041	2005-08-08T16:16:33
41629	6913	0	15369	51404325	PIONEER BANK	252 E MAIN STREET 	STANLEY	VA	22851	041	2005-08-08T16:16:33
41647	5287	0	10175	75910206	FIRST BANKING CENTER	400 MILWAUKEE AVENUE PO BOX 660	BURLINGTON	WI	531051234	041	2005-08-08T16:16:33
41759	1416	0	0	91211112	FARMERS STATE BANK OF ELKTON	105 MAIN STREET 	ELKTON	MN	55933	041	2005-08-08T16:16:33
41825	14017	0	0	55001258	MIDDLETOWN VALLEY BANK	24 WEST MAIN STREET 	MIDDLETOWN	MD	21769	041	2005-08-08T16:16:33
41937	10802	0	12651	71112480	FARMERS STATE BANK OF DANFORTH	200 NORTH FRONT STREET 	DANFORTH	IL	60930	041	2005-08-08T16:16:33
41955	5447	5282	17555	104102985	FIRST NATIONAL BANK OF NEWMAN GROVE, THE	416 HALE AVENUE 	NEWMAN GROVE	NE	68758	041	2005-08-08T16:16:33
42037	70	0	0	62102593	PEOPLES EXCHANGE BANK OF MONROE COUNTY	MAIN & MOORE STREETS 	BEATRICE	AL	36425	041	2005-08-08T16:16:33
42055	15354	0	14318	103101482	ANADARKO BANK AND TRUST COMPANY	110 WEST OKLAHOMA 	ANADARKO	OK	73005	041	2005-08-08T16:16:33
42354	3110	8573	17167	111303489	COMMERCIAL NATIONAL BANK OF BRADY, THE	105 E. 2ND STREET 	BRADY	TX	76825	041	2005-08-08T16:16:33
42420	7468	0	10219	43306826	FIRST COMMONWEALTH BANK	600 PHILADELPHIA ST 	INDIANA	PA	15701	041	2005-08-08T16:16:33
42448	3887	10004	10322	84100793	FIRST NATIONAL BANK	SECOND AND COURT STREET 	PARAGOULD	AR	72450	041	2005-08-08T16:16:33
42457	12246	0	0	104102642	COMMERCIAL BANK OF NELSON	401 SOUTH MAIN 	NELSON	NE	68961	041	2005-08-08T16:16:33
42541	5029	191	12334	72000915	NATIONAL CITY BANK OF MICHIGAN/ILLINOIS	2595 WAUKEGAN ROAD 	BANNOCKBURN	IL	60015	031	2005-08-08T16:16:33
43052	9036	0	12930	91510075	SECURITY STATE BANK	7865 U.S. HIGHWAY 2 	IRON RIVER	WI	54847	041	2005-08-08T16:16:33
43155	12216	23530	0	81506837	FIRST NATIONAL BANK	105 WEST SIXTH STREET 	MOUNTAIN VIEW	MO	65548	041	2005-08-08T16:16:33
43173	32469	0	8297	321070450	UNITED COMMERCIAL BANK	711 VAN NESS AVENUE 	SAN FRANCISCO	CA	94102	031	2005-08-08T16:16:33
43324	2066	0	0	41210299	EXCHANGE BANK, THE	235 MAIN STREET 	LUCKEY	OH	43443	041	2005-08-08T16:16:33
43351	17685	0	0	101106528	LEONARDVILLE STATE BANK	102 WEST BARTON 	LEONARDVILLE	KS	66449	041	2005-08-08T16:16:33
43454	10204	0	0	91215875	AMERICAN STATE BANK OF ERSKINE	201 VANCE AVE. 	ERSKINE	MN	56535	041	2005-08-08T16:16:33
43511	7635	1516	12221	31309068	UNION NATIONAL COMMUNITY BANK	101 EAST MAIN STREET P.O. BOX 567	MOUNT JOY	PA	17552	041	2005-08-08T16:16:33
43641	12830	0	12961	83908019	FARMERS STATE BANK, THE	7340 MAIN STREET 	LANESVILLE	IN	47136	041	2005-08-08T16:16:33
43744	14823	0	13954	75904238	CAMBRIDGE STATE BANK	221 WEST MAIN STREET 	CAMBRIDGE	WI	53523	041	2005-08-08T16:16:33
43856	5141	6991	13578	91200848	MINERS NATIONAL BANK OF EVELETH, THE	401 GRANT AVENUE 	EVELETH	MN	55734	041	2005-08-08T16:16:33
43959	18155	0	0	113123528	BRIDGE CITY STATE BANK	701 W. ROUNDBUNCH 	BRIDGE CITY	TX	776112435	041	2005-08-08T16:16:33
44040	4364	9784	14637	74908426	FIRST NATIONAL BANK OF MONTEREY, THE	6222 EAST MAIN STREET 	MONTEREY	IN	46960	041	2005-08-08T16:16:33
44134	26359	0	14773	62003605	FIRST COMMERCIAL BANK	800 SHADES CREEK PARKWAY 	BIRMINGHAM	AL	35209	031	2005-08-08T16:16:33
44433	25258	18283	14891	67011812	INTERCREDIT BANK, NATIONAL ASSOCIATION	1200 BRICKELL AVENUE 4TH FLOOR	MIAMI	FL	33131	041	2005-08-08T16:16:33
44451	25062	18148	0	113113402	TEXAS PREMIER BANK, NATIONAL ASSOCIATION	4821 SOUTH FRONT 	BROOKSHIRE	TX	77423	041	2005-08-08T16:16:33
44602	22295	0	0	11001234	BOSTON SAFE DEPOSIT AND TRUST COMPANY	ONE BOSTON PLACE 	BOSTON	MA	02108	031	2005-08-08T16:16:33
44741	9647	0	17385	74905225	CITIZENS BANK	33 NORTH INDIANA STREET 	MOORESVILLE	IN	46158	041	2005-08-08T16:16:33
44750	16126	0	0	81518139	CITIZENS BANK OF NEWBURG	1515 MARTIN SPRINGS DRIVE 	ROLLA	MO	65401	041	2005-08-08T16:16:33
44929	6637	46	0	44106384	FIRST NATIONAL BANK OF MCCONNELSVILLE, THE	86 NO. KENNEBEC AVE P.O. BOX 208	MCCONNELSVILLE	OH	43756	041	2005-08-08T16:16:33
45038	5740	0	0	71112503	STATE BANK OF DAVIS	100 ROUTE 75 	DAVIS	IL	61019	041	2005-08-08T16:16:33
45047	14534	14209	16583	82902074	FIRST NATIONAL BANK AT PARIS, THE	MAIN AND ELM STREETS 	PARIS	AR	72855	041	2005-08-08T16:16:33
45056	9818	0	0	104908134	PLATTE VALLEY BANK	606 MAIN 	NORTH BEND	NE	68649	041	2005-08-08T16:16:33
45270	32466	0	8293	314974356	LIBERTY BANK, SSB	900 CONGRESS AVE. 	AUSTIN	TX	78701	041	2005-08-08T16:16:33
45430	22070	0	0	64202873	JOHNSON COUNTY BANK	241 NORTH MAIN STREET 	MOUNTAIN CITY	TN	37683	041	2005-08-08T16:16:33
45458	17927	0	0	101109130	STATE BANK OF LEON	101 SOUTH MAIN 	LEON	KS	67074	041	2005-08-08T16:16:33
45551	5170	13095	14879	91201643	BANK MIDWEST MINNESOTA-IOWA, NATIONAL ASSOCIATION	118 DOWNTOWN PLAZA 	FAIRMONT	MN	56031	041	2005-08-08T16:16:33
45560	16470	0	15014	114000763	JEFFERSON STATE BANK	2900 FREDRICKSBURG RD 	SAN ANTONIO	TX	782014771	041	2005-08-08T16:16:33
45627	4886	0	10664	53100737	FIRST CHARTER BANK	10200 DAVID TAYLOR DR 	CHARLOTTE	NC	28262	041	2005-08-08T16:16:33
45775	28908	0	2601	231371692	IRON WORKERS SAVINGS BANK	249 CONCORD ROAD 	ASTON	PA	19014	041	2005-08-08T16:16:33
46053	1610	0	12721	91900559	STATE BANK OF FARIBAULT, THE	428 CENTRAL AVE. 	FARIBAULT	MN	55021	041	2005-08-08T16:16:33
46941	2765	0	9952	83901773	FARMERS BANK AND TRUST COMPANY, PRINCETON, KENTUCKY	111 WEST WASHINGTON 	PRINCETON	KY	42445	041	2005-08-08T16:16:33
47153	16468	0	0	104113709	NORTH LOUP VALLEY BANK	C AND FIRST STREETS 	NORTH LOUP	NE	68859	041	2005-08-08T16:16:33
47247	5033	0	11837	72410903	DART BANK, THE	368 SOUTH PARK STREET 	MASON	MI	48854	041	2005-08-08T16:16:33
47256	27053	0	17692	91512594	COMMUNITY STATE BANK	450 CENTER STREET 	PRENTICE	WI	54556	041	2005-08-08T16:16:33
47377	32470	0	8298	256073373	SOUTHERN FINANCIAL BANK	37 EAST MAIN STREET 	WARRENTON	VA	22186	041	2005-08-08T16:16:33
47452	25065	18162	0	111103333	FIRST NATIONAL BANK OF BENTON	104 SIBLEY DRIVE 	BENTON	LA	71006	041	2005-08-08T16:16:33
47500	18038	0	7619	211770190	CLAREMONT SAVINGS BANK	145 BROAD STREET 	CLAREMONT	NH	03743	041	2005-08-08T16:16:33
47658	9742	0	0	91207498	FIRST STATE BANK OF FLOODWOOD	130 WEST 7TH AVENUE 	FLOODWOOD	MN	55736	041	2005-08-08T16:16:33
48057	4775	8883	0	101102645	FARMERS NATIONAL BANK OF STAFFORD, THE	200 SOUTH MAIN 	STAFFORD	KS	67578	041	2005-08-08T16:16:33
48150	16778	0	16206	91916200	FRANKLIN STATE BANK	278 2ND AVE. E. 	FRANKLIN	MN	55333	041	2005-08-08T16:16:33
48374	28905	0	2597	282970110	FIRST FINANCIAL BANK	214 NORTH WASHINGTON 	EL DORADO	AR	71730	041	2005-08-08T16:16:33
48440	9517	0	0	75904856	CLEVELAND STATE BANK	1250 WEST WASHINGTON AVENUE PO BOX 158	CLEVELAND	WI	530150158	041	2005-08-08T16:16:33
48552	8852	0	15678	91207566	FIRST COMMUNITY BANK	14141 GLENDALE ROAD 	SAVAGE	MN	55378	041	2005-08-08T16:16:33
48673	30644	0	5677	271172547	OKAW BUILDING AND LOAN, S.B.	720 BROADWAY AVENUE 	MATTOON	IL	61938	041	2005-08-08T16:16:33
48730	16488	0	10988	71004349	FIRST COMMERCIAL BANK	6945-6953 NORTH CLARK STREET 	CHICAGO	IL	60626	041	2005-08-08T16:16:33
49054	10212	0	14499	91912576	COMMERCE BANK	MAIN STREET 	GENEVA	MN	56035	041	2005-08-08T16:16:33
49148	9265	0	13271	71105866	RUSHVILLE STATE BANK	LIBERTY & LAFAYETTE STREETS P O BOX 50	RUSHVILLE	IL	62681	041	2005-08-08T16:16:33
49241	19371	15482	11395	82901088	PINE BLUFF NATIONAL BANK	917 CHERRY STREET 	PINE BLUFF	AR	71611	041	2005-08-08T16:16:33
49344	1001	0	10973	72403677	MASON STATE BANK	322 SOUTH JEFFERSON STREET 	MASON	MI	48854	041	2005-08-08T16:16:33
49362	19501	15715	11749	122105278	WELLS FARGO BANK ARIZONA, NATIONAL ASSOCIATION	3300 NORTH CENTRAL AVENUE 	PHOENIX	AZ	85012	041	2005-08-08T16:16:33
49540	2764	0	9280	83901760	FIRST BANK AND TRUST COMPANY OF PRINCETON, KENTUCKY	101 WEST WASHINGTON 	PRINCETON	KY	42445	041	2005-08-08T16:16:33
49643	15116	0	0	75907345	PALMYRA STATE BANK	EAST MAIN STREET 	PALMYRA	WI	53156	041	2005-08-08T16:16:33
49652	16473	0	14978	101102438	FIRST BANK	128 SOUTH BROADWAY 	STERLING	KS	67579	041	2005-08-08T16:16:33
49821	12267	0	10510	53100685	HIGH POINT BANK AND TRUST COMPANY	300 NORTH MAIN STREET 	HIGH POINT	NC	27261	041	2005-08-08T16:16:33
49858	26727	0	13371	114917157	HEBBRONVILLE STATE BANK	1500 N SMITH ST 	HEBBRONVILLE	TX	78361	041	2005-08-08T16:16:33
49951	4041	0	0	103110305	FIRST SECURITY BANK, THE	15 SOUTH DOUGLAS AVENUE 	BEAVER	OK	73932	041	2005-08-08T16:16:33
50144	14561	0	0	83906228	STATE BANK OF MEDORA	24 EAST MAIN STREET 	MEDORA	IN	47260	041	2005-08-08T16:16:33
50461	23242	0	0	121038265	CALIFORNIA PACIFIC BANK	601 MONTGOMERY STREET 	SAN FRANCISCO	CA	94111	041	2005-08-08T16:16:33
50546	1298	0	0	84106221	LITTLE RIVER BANK	202 GREENWOOD AVENUE 	LEPANTO	AR	72354	041	2005-08-08T16:16:33
50854	2332	0	0	103112358	WILBURTON STATE BANK	123 EAST MAIN STREET 	WILBURTON	OK	74578	041	2005-08-08T16:16:33
50957	1149	0	15588	101106007	1ST FINANCIAL BANK	11120 W. 135TH STREET 	OVERLAND PARK	KS	66223	041	2005-08-08T16:16:33
51253	9176	0	11633	84307761	BANK OF CAMDEN	MAIN AND CHURCH STREETS 	CAMDEN	TN	38320	041	2005-08-08T16:16:33
51347	8791	0	9181	83905850	GREEN RIVER BANK	130 SOUTH LOGAN STREET 	MORGANTOWN	KY	42261	041	2005-08-08T16:16:33
51356	22839	0	0	103102300	LATIMER STATE BANK	301 WEST MAIN STREET 	WILBURTON	OK	74578	041	2005-08-08T16:16:33
51459	16436	0	15669	101110271	CENTERA BANK	119 SOUTH INMAN 	SUBLETTE	KS	67877	041	2005-08-08T16:16:33
